wormbase_gseq,WBGeneID,wikigene_name,status,description
R144.9,WBGene00007015,mdt-11,lessAbs,unchanged_ELT2_minus
R12B2.5,WBGene00007016,mdt-15,lessAbs,unchanged_ELT2_minus
Y113G7B.18,WBGene00007017,mdt-17,lessAbs,unchanged_ELT2_minus
C55B7.9,WBGene00007018,mdt-18,lessAbs,unchanged_ELT2_minus
Y71H2B.6,WBGene00007019,mdt-19,lessAbs,unchanged_ELT2_minus
Y104H12D.1,WBGene00007020,mdt-20,lessAbs,unchanged_ELT2_minus
C24H11.6,WBGene00007021,immp-1,lessAbs,unchanged_ELT2_minus
ZK970.3,WBGene00007022,mdt-22,lessAbs,unchanged_ELT2_minus
T18H9.6,WBGene00007023,mdt-27,lessAbs,unchanged_ELT2_minus
W01A8.1,WBGene00007024,plin-1,lessAbs,unchanged_ELT2_minus
K08E3.8,WBGene00007025,mdt-29,lessAbs,unchanged_ELT2_minus
F32H2.2,WBGene00007026,mdt-31,lessAbs,unchanged_ELT2_minus
Y111B2A.22,WBGene00007027,ssl-1,lessAbs,unchanged_ELT2_minus
C47D12.1,WBGene00007028,trr-1,lessAbs,unchanged_ELT2_minus
VC5.4,WBGene00007029,mys-1,lessAbs,unchanged_ELT2_minus
Y111B2A.11,WBGene00007030,epc-1,lessAbs,unchanged_ELT2_minus
T24F1.6,WBGene00007041,tag-180,lessAbs,unchanged_ELT2_minus
C26C6.1,WBGene00007042,pbrm-1,lessAbs,unchanged_ELT2_minus
T24D1.4,WBGene00007043,algn-10,lessAbs,unchanged_ELT2_minus
B0495.10,WBGene00007044,cpna-5,lessAbs,unchanged_ELT2_minus
T04A8.12,WBGene00007045,pgap-2,lessAbs,unchanged_ELT2_minus
T20F10.1,WBGene00007047,wts-1,lessAbs,unchanged_ELT2_minus
C16A3.7,WBGene00007048,nfx-1,lessAbs,unchanged_ELT2_minus
T04D1.4,WBGene00007053,chd-7,lessAbs,unchanged_ELT2_minus
B0379.4,WBGene00007054,scpl-1,lessAbs,unchanged_ELT2_minus
F41E6.6,WBGene00007055,tag-196,lessAbs,unchanged_ELT2_minus
F09G8.2,WBGene00007056,crn-7,lessAbs,unchanged_ELT2_minus
F08C6.3,WBGene00007059,vps-52,lessAbs,unchanged_ELT2_minus
2L52.1,WBGene00007063,2L52.1,lessAbs,unchanged_ELT2_minus
2RSSE.1,WBGene00007064,rga-9,lessAbs,unchanged_ELT2_minus
cTel55X.1,WBGene00007068,cTel55X.1,lessAbs,unchanged_ELT2_minus
AC3.7,WBGene00007072,ugt-1,greater,up_ELT2_minus
B0001.2,WBGene00007087,B0001.2,greater,up_ELT2_minus
B0001.3,WBGene00007088,B0001.3,lessAbs,unchanged_ELT2_minus
B0001.4,WBGene00007089,B0001.4,lessAbs,unchanged_ELT2_minus
B0001.6,WBGene00007091,eri-12,lessAbs,unchanged_ELT2_minus
B0001.8,WBGene00007093,B0001.8,lessAbs,unchanged_ELT2_minus
B0019.2,WBGene00007094,B0019.2,lessAbs,unchanged_ELT2_minus
B0024.4,WBGene00007097,B0024.4,greater,up_ELT2_minus
B0024.9,WBGene00007099,trx-2,lessAbs,unchanged_ELT2_minus
B0024.10,WBGene00007100,asps-1,lessAbs,unchanged_ELT2_minus
B0024.11,WBGene00007101,B0024.11,lessAbs,unchanged_ELT2_minus
B0024.13,WBGene00007102,B0024.13,lessAbs,unchanged_ELT2_minus
B0024.14,WBGene00007103,crm-1,lessAbs,unchanged_ELT2_minus
B0035.1,WBGene00007105,znf-207,lessAbs,unchanged_ELT2_minus
B0035.3,WBGene00007106,B0035.3,lessAbs,unchanged_ELT2_minus
B0035.4,WBGene00007107,pfd-4,lessAbs,unchanged_ELT2_minus
B0035.5,WBGene00007108,gspd-1,lessAbs,unchanged_ELT2_minus
B0035.6,WBGene00007109,edg-1,greater,up_ELT2_minus
B0035.11,WBGene00007110,leo-1,lessAbs,unchanged_ELT2_minus
B0035.12,WBGene00007111,sart-3,lessAbs,unchanged_ELT2_minus
B0035.13,WBGene00007112,B0035.13,less,down_ELT2_minus
B0035.15,WBGene00007113,B0035.15,lessAbs,unchanged_ELT2_minus
B0035.16,WBGene00007114,mttu-1,lessAbs,unchanged_ELT2_minus
B0198.2,WBGene00007115,B0198.2,lessAbs,unchanged_ELT2_minus
B0198.3,WBGene00007116,B0198.3,lessAbs,unchanged_ELT2_minus
B0240.4,WBGene00007118,npp-22,lessAbs,unchanged_ELT2_minus
B0250.2,WBGene00007119,calf-1,lessAbs,unchanged_ELT2_minus
B0250.5,WBGene00007122,B0250.5,lessAbs,unchanged_ELT2_minus
B0250.7,WBGene00007124,B0250.7,greater,up_ELT2_minus
B0272.3,WBGene00007129,B0272.3,lessAbs,unchanged_ELT2_minus
B0284.1,WBGene00007131,pals-26,greater,up_ELT2_minus
B0284.2,WBGene00007132,pals-27,greater,up_ELT2_minus
B0284.3,WBGene00007133,B0284.3,lessAbs,unchanged_ELT2_minus
B0285.1,WBGene00007135,cdk-12,lessAbs,unchanged_ELT2_minus
B0285.3,WBGene00007136,B0285.3,lessAbs,unchanged_ELT2_minus
B0285.4,WBGene00007137,lcmt-1,lessAbs,unchanged_ELT2_minus
B0285.7,WBGene00007139,mnp-1,lessAbs,unchanged_ELT2_minus
B0334.3,WBGene00007143,B0334.3,lessAbs,unchanged_ELT2_minus
B0334.4,WBGene00007144,B0334.4,lessAbs,unchanged_ELT2_minus
B0334.5,WBGene00007145,B0334.5,lessAbs,unchanged_ELT2_minus
B0365.1,WBGene00007150,acly-2,lessAbs,unchanged_ELT2_minus
B0365.6,WBGene00007153,clec-41,lessAbs,unchanged_ELT2_minus
B0379.1,WBGene00007155,B0379.1,lessAbs,unchanged_ELT2_minus
B0379.7,WBGene00007159,B0379.7,lessAbs,unchanged_ELT2_minus
B0393.2,WBGene00007167,rbg-3,lessAbs,unchanged_ELT2_minus
B0393.3,WBGene00007168,B0393.3,lessAbs,unchanged_ELT2_minus
B0393.6,WBGene00007171,B0393.6,greater,up_ELT2_minus
B0395.2,WBGene00007174,mboa-1,lessAbs,unchanged_ELT2_minus
B0395.3,WBGene00007175,B0395.3,lessAbs,unchanged_ELT2_minus
B0399.1,WBGene00007176,kcnl-1,lessAbs,unchanged_ELT2_minus
B0457.2,WBGene00007178,B0457.2,lessAbs,unchanged_ELT2_minus
B0464.2,WBGene00007184,ctr-9,lessAbs,unchanged_ELT2_minus
B0464.3,WBGene00007185,nlp-36,lessAbs,unchanged_ELT2_minus
B0464.6,WBGene00007186,B0464.6,lessAbs,unchanged_ELT2_minus
B0464.8,WBGene00007187,tag-342,lessAbs,unchanged_ELT2_minus
B0464.9,WBGene00007188,B0464.9,lessAbs,unchanged_ELT2_minus
B0491.1,WBGene00007189,pigm-1,lessAbs,unchanged_ELT2_minus
B0491.4,WBGene00007191,lgc-20,lessAbs,unchanged_ELT2_minus
B0491.5,WBGene00007192,nduf-11,lessAbs,unchanged_ELT2_minus
B0491.6,WBGene00007193,B0491.6,lessAbs,unchanged_ELT2_minus
B0491.7,WBGene00007194,B0491.7,lessAbs,unchanged_ELT2_minus
B0513.2,WBGene00007195,thoc-7,lessAbs,unchanged_ELT2_minus
B0513.5,WBGene00007197,prdh-1,lessAbs,unchanged_ELT2_minus
B0513.9,WBGene00007200,vamp-8,lessAbs,unchanged_ELT2_minus
B0564.2,WBGene00007202,B0564.2,lessAbs,unchanged_ELT2_minus
B0564.7,WBGene00007207,fask-1,lessAbs,unchanged_ELT2_minus
C01A2.1,WBGene00007213,C01A2.1,lessAbs,unchanged_ELT2_minus
C01A2.3,WBGene00007215,oxa-1,lessAbs,unchanged_ELT2_minus
C01A2.5,WBGene00007217,tads-1,lessAbs,unchanged_ELT2_minus
C01F6.9,WBGene00007223,C01F6.9,lessAbs,unchanged_ELT2_minus
C01G6.4,WBGene00007226,C01G6.4,lessAbs,unchanged_ELT2_minus
C01G6.5,WBGene00007227,C01G6.5,lessAbs,unchanged_ELT2_minus
C01G10.6,WBGene00007233,C01G10.6,lessAbs,unchanged_ELT2_minus
C01G10.7,WBGene00007234,C01G10.7,lessAbs,unchanged_ELT2_minus
C01G10.8,WBGene00007235,ahsa-1,lessAbs,unchanged_ELT2_minus
C01G10.10,WBGene00007237,C01G10.10,lessAbs,unchanged_ELT2_minus
C01G10.15,WBGene00007240,C01G10.15,lessAbs,unchanged_ELT2_minus
C01G12.1,WBGene00007242,madf-5,lessAbs,unchanged_ELT2_minus
C01G12.3,WBGene00007244,C01G12.3,greater,up_ELT2_minus
C01G12.8,WBGene00007248,catp-4,greater,up_ELT2_minus
C01H6.4,WBGene00007254,C01H6.4,lessAbs,unchanged_ELT2_minus
C01H6.6,WBGene00007255,cnnm-4,lessAbs,unchanged_ELT2_minus
C01H6.7,WBGene00007256,swsn-9,lessAbs,unchanged_ELT2_minus
C02C6.2,WBGene00007260,olrn-1,lessAbs,unchanged_ELT2_minus
C02C6.3,WBGene00007261,lron-3,lessAbs,unchanged_ELT2_minus
C03A3.2,WBGene00007267,C03A3.2,lessAbs,unchanged_ELT2_minus
C03C10.4,WBGene00007270,rei-1,lessAbs,unchanged_ELT2_minus
C03H12.1,WBGene00007284,C03H12.1,lessAbs,unchanged_ELT2_minus
C04A11.1,WBGene00007285,C04A11.1,lessAbs,unchanged_ELT2_minus
C04A11.3,WBGene00007287,gck-4,lessAbs,unchanged_ELT2_minus
C04C11.2,WBGene00007296,arrd-25,lessAbs,unchanged_ELT2_minus
C04F12.1,WBGene00007297,C04F12.1,lessAbs,unchanged_ELT2_minus
C04F12.8,WBGene00007302,C04F12.8,lessAbs,unchanged_ELT2_minus
C04G2.1,WBGene00007304,ttr-39,lessAbs,unchanged_ELT2_minus
C04H5.1,WBGene00007312,C04H5.1,lessAbs,unchanged_ELT2_minus
C04H5.3,WBGene00007314,gcy-29,lessAbs,unchanged_ELT2_minus
C05A9.2,WBGene00007317,C05A9.2,lessAbs,unchanged_ELT2_minus
C05B5.4,WBGene00007321,C05B5.4,lessAbs,unchanged_ELT2_minus
C05B5.5,WBGene00007322,C05B5.5,greater,up_ELT2_minus
C05B5.8,WBGene00007324,C05B5.8,lessAbs,unchanged_ELT2_minus
C05C10.2,WBGene00007329,C05C10.2,lessAbs,unchanged_ELT2_minus
C05C10.3,WBGene00007330,C05C10.3,lessAbs,unchanged_ELT2_minus
C05C10.4,WBGene00007331,pho-11,less,down_ELT2_minus
C05C10.6,WBGene00007333,ufd-3,lessAbs,unchanged_ELT2_minus
C05C12.4,WBGene00007336,C05C12.4,less,down_ELT2_minus
C05D12.1,WBGene00007339,C05D12.1,lessAbs,unchanged_ELT2_minus
C05D12.4,WBGene00007341,C05D12.4,less,down_ELT2_minus
C05E7.1,WBGene00007343,C05E7.1,lessAbs,unchanged_ELT2_minus
C05E7.2,WBGene00007344,C05E7.2,lessAbs,unchanged_ELT2_minus
C05E7.3,WBGene00007345,C05E7.3,lessAbs,unchanged_ELT2_minus
C05G5.2,WBGene00007348,C05G5.2,lessAbs,unchanged_ELT2_minus
C05G5.4,WBGene00007350,sucl-1,lessAbs,unchanged_ELT2_minus
C06A12.3,WBGene00007357,C06A12.3,lessAbs,unchanged_ELT2_minus
C06B3.3,WBGene00007362,cyp-35C1,lessAbs,unchanged_ELT2_minus
C06B3.4,WBGene00007363,stdh-1,lessAbs,unchanged_ELT2_minus
C06B3.6,WBGene00007365,C06B3.6,lessAbs,unchanged_ELT2_minus
C06B8.7,WBGene00007372,C06B8.7,greater,up_ELT2_minus
C06H2.1,WBGene00007385,atp-5,lessAbs,unchanged_ELT2_minus
C06H2.2,WBGene00007386,C06H2.2,lessAbs,unchanged_ELT2_minus
C06H2.3,WBGene00007387,jmjd-5,lessAbs,unchanged_ELT2_minus
C06H2.4,WBGene00007388,folt-1,lessAbs,unchanged_ELT2_minus
C06H2.5,WBGene00007389,glb-3,lessAbs,unchanged_ELT2_minus
C06H2.6,WBGene00007390,lmtr-3,lessAbs,unchanged_ELT2_minus
C06H5.1,WBGene00007392,fbxa-156,lessAbs,unchanged_ELT2_minus
C06H5.2,WBGene00007393,fbxa-157,lessAbs,unchanged_ELT2_minus
C06H5.6,WBGene00007394,C06H5.6,less,down_ELT2_minus
C06H5.7,WBGene00007395,dcar-1,lessAbs,unchanged_ELT2_minus
C07A4.1,WBGene00007396,rnp-9,lessAbs,unchanged_ELT2_minus
C07A4.2,WBGene00007397,C07A4.2,lessAbs,unchanged_ELT2_minus
C07A9.2,WBGene00007400,bud-31,lessAbs,unchanged_ELT2_minus
C07A9.6,WBGene00007402,ugt-60,lessAbs,unchanged_ELT2_minus
C07A9.7,WBGene00007403,set-3,lessAbs,unchanged_ELT2_minus
C07A9.8,WBGene00007404,best-5,less,down_ELT2_minus
C07A9.9,WBGene00007405,C07A9.9,lessAbs,unchanged_ELT2_minus
C07E3.1,WBGene00007412,stip-1,lessAbs,unchanged_ELT2_minus
C07E3.2,WBGene00007413,pro-2,lessAbs,unchanged_ELT2_minus
C07E3.6,WBGene00007417,ceh-58,lessAbs,unchanged_ELT2_minus
C07H4.1,WBGene00007421,C07H4.1,lessAbs,unchanged_ELT2_minus
C08B6.1,WBGene00007422,ugt-17,less,down_ELT2_minus
C08B6.7,WBGene00007428,wdr-20,lessAbs,unchanged_ELT2_minus
C08B6.8,WBGene00007429,C08B6.8,lessAbs,unchanged_ELT2_minus
C08B6.10,WBGene00007430,C08B6.10,lessAbs,unchanged_ELT2_minus
C08B6.11,WBGene00007431,C08B6.11,lessAbs,unchanged_ELT2_minus
C08B11.3,WBGene00007433,swsn-7,lessAbs,unchanged_ELT2_minus
C08B11.6,WBGene00007434,arp-6,lessAbs,unchanged_ELT2_minus
C08B11.8,WBGene00007435,algn-6,lessAbs,unchanged_ELT2_minus
C08E8.4,WBGene00007440,C08E8.4,greater,up_ELT2_minus
C08F8.1,WBGene00007443,pfd-1,lessAbs,unchanged_ELT2_minus
C08F8.2,WBGene00007444,C08F8.2,lessAbs,unchanged_ELT2_minus
C08F8.3,WBGene00007445,C08F8.3,greater,up_ELT2_minus
C08F8.9,WBGene00007449,C08F8.9,lessAbs,unchanged_ELT2_minus
C08F11.1,WBGene00007450,C08F11.1,lessAbs,unchanged_ELT2_minus
C08F11.8,WBGene00007455,ugt-22,less,down_ELT2_minus
C08F11.13,WBGene00007460,C08F11.13,lessAbs,unchanged_ELT2_minus
C08H9.2,WBGene00007463,vgln-1,lessAbs,unchanged_ELT2_minus
C08H9.15,WBGene00007474,C08H9.15,lessAbs,unchanged_ELT2_minus
C09E9.1,WBGene00007476,C09E9.1,lessAbs,unchanged_ELT2_minus
C09F12.2,WBGene00007482,C09F12.2,lessAbs,unchanged_ELT2_minus
C09G1.4,WBGene00007486,C09G1.4,lessAbs,unchanged_ELT2_minus
C09G5.2,WBGene00007488,dph-2,lessAbs,unchanged_ELT2_minus
C09G9.1,WBGene00007492,C09G9.1,lessAbs,unchanged_ELT2_minus
C09G9.2,WBGene00007493,npp-23,lessAbs,unchanged_ELT2_minus
C09G9.5,WBGene00007495,C09G9.5,lessAbs,unchanged_ELT2_minus
C09H10.5,WBGene00007499,C09H10.5,lessAbs,unchanged_ELT2_minus
C09H10.6,WBGene00007500,nasp-1,lessAbs,unchanged_ELT2_minus
C09H10.8,WBGene00007502,glb-4,lessAbs,unchanged_ELT2_minus
C09H10.10,WBGene00007504,nbs-1,lessAbs,unchanged_ELT2_minus
C10C5.1,WBGene00007505,pezo-1,lessAbs,unchanged_ELT2_minus
C10C5.2,WBGene00007506,fbxc-58,greater,up_ELT2_minus
C10C5.4,WBGene00007508,C10C5.4,lessAbs,unchanged_ELT2_minus
C10C6.6,WBGene00007514,catp-8,lessAbs,unchanged_ELT2_minus
C11E4.1,WBGene00007516,gpx-5,lessAbs,unchanged_ELT2_minus
C11E4.6,WBGene00007520,C11E4.6,lessAbs,unchanged_ELT2_minus
C11E4.8,WBGene00007522,C11E4.8,lessAbs,unchanged_ELT2_minus
C11H1.2,WBGene00007528,C11H1.2,lessAbs,unchanged_ELT2_minus
C11H1.3,WBGene00007529,C11H1.3,lessAbs,unchanged_ELT2_minus
C12C8.2,WBGene00007533,cbl-1,lessAbs,unchanged_ELT2_minus
C12D8.1,WBGene00007534,fubl-1,lessAbs,unchanged_ELT2_minus
C12D8.5,WBGene00007536,daf-36,less,down_ELT2_minus
C13B4.1,WBGene00007545,C13B4.1,lessAbs,unchanged_ELT2_minus
C13C4.1,WBGene00007546,nhr-153,lessAbs,unchanged_ELT2_minus
C13C4.2,WBGene00007547,nhr-154,lessAbs,unchanged_ELT2_minus
C13C4.5,WBGene00007549,spin-1,lessAbs,unchanged_ELT2_minus
C13C4.6,WBGene00007550,C13C4.6,lessAbs,unchanged_ELT2_minus
C13C4.7,WBGene00007551,C13C4.7,lessAbs,unchanged_ELT2_minus
C13G3.1,WBGene00007553,C13G3.1,lessAbs,unchanged_ELT2_minus
C13G3.3,WBGene00007554,pptr-2,lessAbs,unchanged_ELT2_minus
C14A4.1,WBGene00007555,dohh-1,lessAbs,unchanged_ELT2_minus
C14A4.3,WBGene00007556,algn-9,lessAbs,unchanged_ELT2_minus
C14A4.6,WBGene00007557,C14A4.6,lessAbs,unchanged_ELT2_minus
C14A4.11,WBGene00007561,ccm-3,lessAbs,unchanged_ELT2_minus
C14A4.12,WBGene00007562,C14A4.12,lessAbs,unchanged_ELT2_minus
C14A4.14,WBGene00007564,mrps-22,lessAbs,unchanged_ELT2_minus
C14A6.1,WBGene00007565,clec-48,less,down_ELT2_minus
C14B1.3,WBGene00007574,C14B1.3,lessAbs,unchanged_ELT2_minus
C14B1.5,WBGene00007576,dph-1,lessAbs,unchanged_ELT2_minus
C14B1.6,WBGene00007577,nrde-1,lessAbs,unchanged_ELT2_minus
C14B1.7,WBGene00007578,,greater,up_ELT2_minus
C14B1.8,WBGene00007579,C14B1.8,lessAbs,unchanged_ELT2_minus
C14B1.9,WBGene00007580,C14B1.9,greater,up_ELT2_minus
C14B4.2,WBGene00007583,C14B4.2,lessAbs,unchanged_ELT2_minus
C14C10.2,WBGene00007585,C14C10.2,lessAbs,unchanged_ELT2_minus
C14C10.3,WBGene00007586,ril-2,lessAbs,unchanged_ELT2_minus
C14C10.4,WBGene00007587,mma-1,lessAbs,unchanged_ELT2_minus
C14C10.5,WBGene00007588,C14C10.5,lessAbs,unchanged_ELT2_minus
C14C10.6,WBGene00007589,erg-28,lessAbs,unchanged_ELT2_minus
C14H10.1,WBGene00007591,zipt-13,lessAbs,unchanged_ELT2_minus
C14H10.2,WBGene00007592,C14H10.2,lessAbs,unchanged_ELT2_minus
C15C6.3,WBGene00007602,C15C6.3,lessAbs,unchanged_ELT2_minus
C15C6.4,WBGene00007603,popl-4,lessAbs,unchanged_ELT2_minus
C15C8.1,WBGene00007604,xbx-9,lessAbs,unchanged_ELT2_minus
C15C8.4,WBGene00007606,C15C8.4,lessAbs,unchanged_ELT2_minus
C15H11.2,WBGene00007614,gnrr-2,lessAbs,unchanged_ELT2_minus
C15H11.5,WBGene00007615,set-31,lessAbs,unchanged_ELT2_minus
C15H11.8,WBGene00007616,rpoa-12,lessAbs,unchanged_ELT2_minus
C16C2.3,WBGene00007620,ocrl-1,lessAbs,unchanged_ELT2_minus
C16C2.4,WBGene00007621,C16C2.4,lessAbs,unchanged_ELT2_minus
C16C10.1,WBGene00007622,C16C10.1,lessAbs,unchanged_ELT2_minus
C16C10.2,WBGene00007623,C16C10.2,lessAbs,unchanged_ELT2_minus
C16C10.3,WBGene00007624,hrde-1,greater,up_ELT2_minus
C16C10.4,WBGene00007625,C16C10.4,lessAbs,unchanged_ELT2_minus
C16C10.5,WBGene00007626,rnf-121,lessAbs,unchanged_ELT2_minus
C16C10.6,WBGene00007627,ccdc-55,lessAbs,unchanged_ELT2_minus
C16C10.11,WBGene00007630,har-1,lessAbs,unchanged_ELT2_minus
C17D12.1,WBGene00007637,dhhc-7,lessAbs,unchanged_ELT2_minus
C17D12.7,WBGene00007640,pcmd-1,lessAbs,unchanged_ELT2_minus
C17E4.3,WBGene00007643,3-Mar,greater,up_ELT2_minus
C17E4.6,WBGene00007645,C17E4.6,lessAbs,unchanged_ELT2_minus
C17E4.9,WBGene00007646,nkb-1,lessAbs,unchanged_ELT2_minus
C17E4.10,WBGene00007647,C17E4.10,lessAbs,unchanged_ELT2_minus
C17G1.3,WBGene00007650,ugt-23,less,down_ELT2_minus
C17G1.4,WBGene00007651,nra-3,lessAbs,unchanged_ELT2_minus
C17G1.5,WBGene00007652,C17G1.5,lessAbs,unchanged_ELT2_minus
C17G1.7,WBGene00007653,cysl-1,lessAbs,unchanged_ELT2_minus
C17H1.3,WBGene00007656,pals-2,greater,up_ELT2_minus
C17H1.4,WBGene00007657,pals-3,greater,up_ELT2_minus
C17H1.5,WBGene00007658,pals-4,greater,up_ELT2_minus
C17H1.6,WBGene00007659,pals-5,greater,up_ELT2_minus
C18B12.2,WBGene00007664,seb-3,lessAbs,unchanged_ELT2_minus
C18B12.4,WBGene00007666,C18B12.4,lessAbs,unchanged_ELT2_minus
C18B12.6,WBGene00007668,C18B12.6,lessAbs,unchanged_ELT2_minus
C18D4.6,WBGene00007675,C18D4.6,lessAbs,unchanged_ELT2_minus
C18D11.1,WBGene00007679,C18D11.1,lessAbs,unchanged_ELT2_minus
C18D11.2,WBGene00007680,maa-1,lessAbs,unchanged_ELT2_minus
C18D11.3,WBGene00007681,C18D11.3,lessAbs,unchanged_ELT2_minus
C18E9.2,WBGene00007683,C18E9.2,lessAbs,unchanged_ELT2_minus
C18E9.4,WBGene00007684,C18E9.4,lessAbs,unchanged_ELT2_minus
C18E9.5,WBGene00007685,C18E9.5,greater,up_ELT2_minus
C18E9.6,WBGene00007686,tomm-40,lessAbs,unchanged_ELT2_minus
C18E9.7,WBGene00007687,C18E9.7,lessAbs,unchanged_ELT2_minus
C18E9.9,WBGene00007689,C18E9.9,greater,up_ELT2_minus
C18E9.10,WBGene00007690,sftd-3,lessAbs,unchanged_ELT2_minus
C23H4.2,WBGene00007691,cest-8,greater,up_ELT2_minus
C23H4.3,WBGene00007692,cest-9.1,less,down_ELT2_minus
C23H4.6,WBGene00007694,C23H4.6,greater,up_ELT2_minus
C23H4.7,WBGene00007695,cest-9.2,lessAbs,unchanged_ELT2_minus
C24F3.1,WBGene00007696,tram-1,lessAbs,unchanged_ELT2_minus
C24F3.2,WBGene00007697,C24F3.2,lessAbs,unchanged_ELT2_minus
C24F3.4,WBGene00007698,qns-1,lessAbs,unchanged_ELT2_minus
C24H11.5,WBGene00007702,C24H11.5,lessAbs,unchanged_ELT2_minus
C24H11.9,WBGene00007704,mdt-21,lessAbs,unchanged_ELT2_minus
C25A1.1,WBGene00007705,C25A1.1,lessAbs,unchanged_ELT2_minus
C25A1.5,WBGene00007707,fath-1,lessAbs,unchanged_ELT2_minus
C25A1.9,WBGene00007710,rsa-1,lessAbs,unchanged_ELT2_minus
C25A1.12,WBGene00007711,lid-1,lessAbs,unchanged_ELT2_minus
C25A1.13,WBGene00007712,mrpl-34,lessAbs,unchanged_ELT2_minus
C25D7.5,WBGene00007717,C25D7.5,greater,up_ELT2_minus
C25D7.8,WBGene00007718,otub-1,lessAbs,unchanged_ELT2_minus
C25D7.10,WBGene00007720,C25D7.10,lessAbs,unchanged_ELT2_minus
C25D7.15,WBGene00007722,C25D7.15,lessAbs,unchanged_ELT2_minus
C25F9.5,WBGene00007725,C25F9.5,lessAbs,unchanged_ELT2_minus
C25G4.2,WBGene00007730,C25G4.2,lessAbs,unchanged_ELT2_minus
C25G4.3,WBGene00007731,C25G4.3,lessAbs,unchanged_ELT2_minus
C25G4.4,WBGene00007732,spe-44,greater,up_ELT2_minus
C25G4.10,WBGene00007736,igdb-2,lessAbs,unchanged_ELT2_minus
C26C6.9,WBGene00007743,C26C6.9,less,down_ELT2_minus
C26D10.3,WBGene00007744,C26D10.3,lessAbs,unchanged_ELT2_minus
C26D10.4,WBGene00007745,C26D10.4,lessAbs,unchanged_ELT2_minus
C26D10.6,WBGene00007746,C26D10.6,lessAbs,unchanged_ELT2_minus
C26E1.2,WBGene00007748,C26E1.2,lessAbs,unchanged_ELT2_minus
C26H9A.2,WBGene00007752,wdfy-3,lessAbs,unchanged_ELT2_minus
C27A7.1,WBGene00007753,C27A7.1,lessAbs,unchanged_ELT2_minus
C27A7.5,WBGene00007756,C27A7.5,lessAbs,unchanged_ELT2_minus
C27B7.2,WBGene00007760,C27B7.2,lessAbs,unchanged_ELT2_minus
C27B7.4,WBGene00007761,rad-26,lessAbs,unchanged_ELT2_minus
C27B7.5,WBGene00007762,C27B7.5,greater,up_ELT2_minus
C27B7.7,WBGene00007764,C27B7.7,lessAbs,unchanged_ELT2_minus
C27B7.9,WBGene00007765,C27B7.9,lessAbs,unchanged_ELT2_minus
C27C12.1,WBGene00007771,C27C12.1,lessAbs,unchanged_ELT2_minus
C27C12.2,WBGene00007772,egrh-1,lessAbs,unchanged_ELT2_minus
C27C12.4,WBGene00007774,C27C12.4,lessAbs,unchanged_ELT2_minus
C27C12.5,WBGene00007775,acd-3,less,down_ELT2_minus
C27D8.3,WBGene00007779,C27D8.3,lessAbs,unchanged_ELT2_minus
C27H6.2,WBGene00007784,ruvb-1,lessAbs,unchanged_ELT2_minus
C27H6.3,WBGene00007785,tofu-1,lessAbs,unchanged_ELT2_minus
C27H6.4,WBGene00007786,rmd-2,lessAbs,unchanged_ELT2_minus
C27H6.8,WBGene00007787,C27H6.8,lessAbs,unchanged_ELT2_minus
C28A5.1,WBGene00007788,C28A5.1,greater,up_ELT2_minus
C28A5.2,WBGene00007789,C28A5.2,greater,up_ELT2_minus
C29A12.4,WBGene00007799,nrx-1,lessAbs,unchanged_ELT2_minus
C29A12.6,WBGene00007800,C29A12.6,lessAbs,unchanged_ELT2_minus
C29E6.2,WBGene00007801,trpa-1,greater,up_ELT2_minus
C29F3.7,WBGene00007807,C29F3.7,lessAbs,unchanged_ELT2_minus
C29F4.2,WBGene00007808,best-7,lessAbs,unchanged_ELT2_minus
C29F7.1,WBGene00007810,C29F7.1,less,down_ELT2_minus
C29F7.2,WBGene00007811,C29F7.2,less,down_ELT2_minus
C29F7.3,WBGene00007812,C29F7.3,lessAbs,unchanged_ELT2_minus
C30F2.2,WBGene00007816,C30F2.2,lessAbs,unchanged_ELT2_minus
C30H6.7,WBGene00007824,dlat-2,lessAbs,unchanged_ELT2_minus
C30H6.8,WBGene00007825,C30H6.8,lessAbs,unchanged_ELT2_minus
C30H6.9,WBGene00007826,C30H6.9,lessAbs,unchanged_ELT2_minus
C30H6.10,WBGene00007827,trh-1,lessAbs,unchanged_ELT2_minus
C31A11.5,WBGene00007833,oac-6,greater,up_ELT2_minus
C31A11.7,WBGene00007835,oac-7,lessAbs,unchanged_ELT2_minus
C31C9.2,WBGene00007836,C31C9.2,lessAbs,unchanged_ELT2_minus
C31C9.3,WBGene00007837,fbxa-167,lessAbs,unchanged_ELT2_minus
C31C9.7,WBGene00007841,C31C9.7,lessAbs,unchanged_ELT2_minus
C31E10.5,WBGene00007846,C31E10.5,lessAbs,unchanged_ELT2_minus
C31E10.6,WBGene00007847,C31E10.6,lessAbs,unchanged_ELT2_minus
C31E10.7,WBGene00007848,cytb-5.1,lessAbs,unchanged_ELT2_minus
C31E10.8,WBGene00007849,tbc-19,lessAbs,unchanged_ELT2_minus
C31H5.4,WBGene00007855,C31H5.4,lessAbs,unchanged_ELT2_minus
C32A3.2,WBGene00007859,mrps-31,lessAbs,unchanged_ELT2_minus
C32A3.3,WBGene00007860,rilp-1,lessAbs,unchanged_ELT2_minus
C32C4.1,WBGene00007862,kvs-2,lessAbs,unchanged_ELT2_minus
C32H11.3,WBGene00007866,C32H11.3,less,down_ELT2_minus
