val,Label,Area,Mean,Min,Max,IntDen,RawIntDen,rep,gene,type,RNAi
53,220711_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,168.56,152,195,421399,421399,2,ETS4,background,ELT2
54,220711_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,161.246,141,239,403115,403115,2,ETS4,background,ELT2
55,220711_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,201.44,167,249,503600,503600,2,ETS4,background,ELT2
56,220711_ETS4gfp_ELT2rnai_worm6_PRO.tif:intestine:1,68191,643.785,340,1847,43900335,43900335,2,ETS4,intestine,ELT2
57,220711_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,167.774,151,199,419435,419435,2,ETS4,background,ELT2
58,220711_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,154.049,141,182,385123,385123,2,ETS4,background,ELT2
59,220711_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,157.968,142,185,394921,394921,2,ETS4,background,ELT2
60,220711_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,174.679,150,212,436697,436697,2,ETS4,background,ELT2
61,220711_ETS4gfp_ELT2rnai_worm7_PRO.tif:intestine:1,71806,342.051,186,1264,24561349,24561349,2,ETS4,intestine,ELT2
62,220711_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,137.835,130,153,344587,344587,2,ETS4,background,ELT2
63,220711_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,164.087,143,197,410217,410217,2,ETS4,background,ELT2
64,220711_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,135.334,126,150,338335,338335,2,ETS4,background,ELT2
65,220711_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,146.652,133,168,366631,366631,2,ETS4,background,ELT2
66,220711_ETS4gfp_ELT2rnai_worm8_PRO.tif:intestine:1,57837,405.794,197,2135,23469936,23469936,2,ETS4,intestine,ELT2
67,220711_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,133.646,126,146,334116,334116,2,ETS4,background,ELT2
68,220711_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,143.032,131,163,357581,357581,2,ETS4,background,ELT2
69,220711_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,151.438,139,169,378595,378595,2,ETS4,background,ELT2
70,220711_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,145.515,134,166,363788,363788,2,ETS4,background,ELT2
71,220711_ETS4gfp_ELT2rnai_worm9_PRO.tif:intestine:1,81153,533.47,243,1672,43292677,43292677,2,ETS4,intestine,ELT2
72,220711_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,144.493,135,159,361233,361233,2,ETS4,background,ELT2
73,220711_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,141.581,129,159,353953,353953,2,ETS4,background,ELT2
74,220711_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,146.668,133,168,366671,366671,2,ETS4,background,ELT2
75,220711_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,188.258,156,245,470644,470644,2,ETS4,background,ELT2
76,220711_ETS4gfp_L4440rnai_worm10_PRO.tif:intestine:1,78723,333.922,197,1011,26287361,26287361,2,ETS4,intestine,L4440
77,220711_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,147.95,135,170,369876,369876,2,ETS4,background,L4440
78,220711_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,169.355,147,201,423388,423388,2,ETS4,background,L4440
79,220711_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,147.198,136,164,367996,367996,2,ETS4,background,L4440
80,220711_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,179.916,147,235,449790,449790,2,ETS4,background,L4440
81,220711_ETS4gfp_L4440rnai_worm11_PRO.tif:intestine:1,78466,512.803,346,1599,40237577,40237577,2,ETS4,intestine,L4440
82,220711_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,231.996,180,321,579991,579991,2,ETS4,background,L4440
83,220711_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,191.72,158,245,479300,479300,2,ETS4,background,L4440
84,220711_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,148.933,133,163,372332,372332,2,ETS4,background,L4440
85,220711_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,159.789,141,195,399472,399472,2,ETS4,background,L4440
86,220711_ETS4gfp_L4440rnai_worm12_PRO.tif:intestine:1,74279,376.949,253,1519,27999415,27999415,2,ETS4,intestine,L4440
87,220711_ETS4gfp_L4440rnai_worm12_PRO.tif:background:1,2500,147.89,136,166,369725,369725,2,ETS4,background,L4440
88,220711_ETS4gfp_L4440rnai_worm12_PRO.tif:background:1,2500,150.902,139,165,377256,377256,2,ETS4,background,L4440
89,220711_ETS4gfp_L4440rnai_worm12_PRO.tif:background:1,2500,146.395,137,158,365987,365987,2,ETS4,background,L4440
90,220711_ETS4gfp_L4440rnai_worm12_PRO.tif:background:1,2500,151.266,138,178,378165,378165,2,ETS4,background,L4440
91,220711_ETS4gfp_L4440rnai_worm13_PRO.tif:intestine:1,74817,448.221,178,1337,33534550,33534550,2,ETS4,intestine,L4440
92,220711_ETS4gfp_L4440rnai_worm13_PRO.tif:background:1,2500,145.232,137,158,363080,363080,2,ETS4,background,L4440
93,220711_ETS4gfp_L4440rnai_worm13_PRO.tif:background:1,2500,136.149,128,147,340373,340373,2,ETS4,background,L4440
94,220711_ETS4gfp_L4440rnai_worm13_PRO.tif:background:1,2500,177.022,155,214,442555,442555,2,ETS4,background,L4440
95,220711_ETS4gfp_L4440rnai_worm13_PRO.tif:background:1,2500,195.62,160,263,489050,489050,2,ETS4,background,L4440
96,220711_ETS4gfp_L4440rnai_worm14_PRO.tif:intestine:1,80013,332.313,239,653,26589356,26589356,2,ETS4,intestine,L4440
97,220711_ETS4gfp_L4440rnai_worm14_PRO.tif:background:1,2500,204.926,163,262,512315,512315,2,ETS4,background,L4440
98,220711_ETS4gfp_L4440rnai_worm14_PRO.tif:background:1,2500,199.601,165,251,499003,499003,2,ETS4,background,L4440
99,220711_ETS4gfp_L4440rnai_worm14_PRO.tif:background:1,2500,163.374,143,199,408434,408434,2,ETS4,background,L4440
100,220711_ETS4gfp_L4440rnai_worm14_PRO.tif:background:1,2500,160.726,141,195,401815,401815,2,ETS4,background,L4440
101,220711_ETS4gfp_L4440rnai_worm15_PRO.tif:intestine:1,74049,476.226,252,1005,35264066,35264066,2,ETS4,intestine,L4440
102,220711_ETS4gfp_L4440rnai_worm15_PRO.tif:background:1,2500,163.271,150,181,408178,408178,2,ETS4,background,L4440
103,220711_ETS4gfp_L4440rnai_worm15_PRO.tif:background:1,2500,165.741,143,209,414353,414353,2,ETS4,background,L4440
104,220711_ETS4gfp_L4440rnai_worm15_PRO.tif:background:1,2500,196.208,166,239,490520,490520,2,ETS4,background,L4440
105,220711_ETS4gfp_L4440rnai_worm15_PRO.tif:background:1,2500,171.922,150,208,429805,429805,2,ETS4,background,L4440
106,220711_ETS4gfp_L4440rnai_worm16_PRO.tif:intestine:1,59286,273.508,210,628,16215207,16215207,2,ETS4,intestine,L4440
107,220711_ETS4gfp_L4440rnai_worm16_PRO.tif:background:1,2500,140.856,130,159,352141,352141,2,ETS4,background,L4440
108,220711_ETS4gfp_L4440rnai_worm16_PRO.tif:background:1,2500,152.296,138,177,380739,380739,2,ETS4,background,L4440
109,220711_ETS4gfp_L4440rnai_worm16_PRO.tif:background:1,2500,139.444,129,155,348611,348611,2,ETS4,background,L4440
110,220711_ETS4gfp_L4440rnai_worm16_PRO.tif:background:1,2500,165.874,139,224,414685,414685,2,ETS4,background,L4440
111,220711_ETS4gfp_L4440rnai_worm1_PRO.tif:intestine:1,78325,351.136,212,1771,27502720,27502720,2,ETS4,intestine,L4440
112,220711_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,137.532,131,149,343831,343831,2,ETS4,background,L4440
113,220711_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,181.311,153,224,453277,453277,2,ETS4,background,L4440
114,220711_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,152.264,136,179,380659,380659,2,ETS4,background,L4440
115,220711_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,181.393,154,239,453482,453482,2,ETS4,background,L4440
116,220711_ETS4gfp_L4440rnai_worm2_PRO.tif:intestine:1,108039,518.187,248,2567,55984443,55984443,2,ETS4,intestine,L4440
117,220711_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,136.682,130,146,341706,341706,2,ETS4,background,L4440
118,220711_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,175.649,158,198,439122,439122,2,ETS4,background,L4440
119,220711_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,0,0,0,0,0,2,ETS4,background,L4440
120,220711_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,162.106,142,186,405264,405264,2,ETS4,background,L4440
121,220711_ETS4gfp_L4440rnai_worm3_PRO.tif:intestine:1,73543,459.052,277,932,33760038,33760038,2,ETS4,intestine,L4440
122,220711_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,178.939,154,215,447348,447348,2,ETS4,background,L4440
123,220711_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,161.443,141,189,403608,403608,2,ETS4,background,L4440
124,220711_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,208.965,169,277,522412,522412,2,ETS4,background,L4440
125,220711_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,165.178,140,203,412945,412945,2,ETS4,background,L4440
126,220711_ETS4gfp_L4440rnai_worm4_PRO.tif:intestine:1,103866,365.525,211,1283,37965612,37965612,2,ETS4,intestine,L4440
127,220711_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,213.983,175,265,534957,534957,2,ETS4,background,L4440
128,220711_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,163.32,148,185,408299,408299,2,ETS4,background,L4440
129,220711_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,145.638,135,159,364096,364096,2,ETS4,background,L4440
130,220711_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,149.864,139,168,374660,374660,2,ETS4,background,L4440
131,220711_ETS4gfp_L4440rnai_worm5_PRO.tif:intestine:1,80366,452.152,307,658,36337620,36337620,2,ETS4,intestine,L4440
132,220711_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,180.542,151,239,451355,451355,2,ETS4,background,L4440
133,220711_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,193.639,169,222,484097,484097,2,ETS4,background,L4440
134,220711_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,160.842,144,182,402106,402106,2,ETS4,background,L4440
135,220711_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,173.096,151,215,432741,432741,2,ETS4,background,L4440
136,220711_ETS4gfp_L4440rnai_worm6_PRO.tif:intestine:1,78952,369.929,216,979,29206643,29206643,2,ETS4,intestine,L4440
137,220711_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,144.38,135,157,360951,360951,2,ETS4,background,L4440
138,220711_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,159.797,144,179,399493,399493,2,ETS4,background,L4440
139,220711_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,143.839,133,161,359597,359597,2,ETS4,background,L4440
140,220711_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,152.639,139,177,381597,381597,2,ETS4,background,L4440
141,220711_ETS4gfp_L4440rnai_worm7_PRO.tif:intestine:1,54892,383.893,205,863,21072632,21072632,2,ETS4,intestine,L4440
142,220711_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,235.628,181,353,589069,589069,2,ETS4,background,L4440
143,220711_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,160.412,141,193,401031,401031,2,ETS4,background,L4440
144,220711_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,203.958,166,272,509896,509896,2,ETS4,background,L4440
145,220711_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,154.391,140,176,385977,385977,2,ETS4,background,L4440
146,220711_ETS4gfp_L4440rnai_worm8_PRO.tif:intestine:1,91746,321.484,237,723,29494904,29494904,2,ETS4,intestine,L4440
147,220711_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,162.168,144,198,405421,405421,2,ETS4,background,L4440
148,220711_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,148.546,139,162,371364,371364,2,ETS4,background,L4440
149,220711_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,167.145,150,191,417862,417862,2,ETS4,background,L4440
150,220711_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,152.079,140,174,380198,380198,2,ETS4,background,L4440
151,220711_ETS4gfp_L4440rnai_worm9_PRO.tif:intestine:1,78769,407.829,258,3040,32124263,32124263,2,ETS4,intestine,L4440
152,220711_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,238.813,186,324,597032,597032,2,ETS4,background,L4440
153,220711_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,146.046,134,162,365114,365114,2,ETS4,background,L4440
154,220711_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,216.988,179,269,542471,542471,2,ETS4,background,L4440
155,220711_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,152.131,138,173,380328,380328,2,ETS4,background,L4440
1,220713_ETS4gfp_ELT2rnai_worm10_PRO.tif:intestine:1,72416,715.517,293,4095,51814897,51814897,3,ETS4,intestine,ELT2
2,220713_ETS4gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,292.636,241,362,731591,731591,3,ETS4,background,ELT2
3,220713_ETS4gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,180.722,156,217,451806,451806,3,ETS4,background,ELT2
4,220713_ETS4gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,202.804,173,240,507011,507011,3,ETS4,background,ELT2
5,220713_ETS4gfp_ELT2rnai_worm10_PRO.tif:background:1,2500,154.902,140,177,387256,387256,3,ETS4,background,ELT2
6,220713_ETS4gfp_ELT2rnai_worm11_PRO.tif:intestine:1,78346,664.868,287,4095,52089715,52089715,3,ETS4,intestine,ELT2
7,220713_ETS4gfp_ELT2rnai_worm11_PRO.tif:background:1,2500,151.99,138,198,379974,379974,3,ETS4,background,ELT2
8,220713_ETS4gfp_ELT2rnai_worm11_PRO.tif:background:1,2500,157.868,143,175,394669,394669,3,ETS4,background,ELT2
9,220713_ETS4gfp_ELT2rnai_worm11_PRO.tif:background:1,2500,229.764,182,309,574411,574411,3,ETS4,background,ELT2
10,220713_ETS4gfp_ELT2rnai_worm11_PRO.tif:background:1,2500,222.675,195,269,556688,556688,3,ETS4,background,ELT2
11,220713_ETS4gfp_ELT2rnai_worm1_PRO.tif:intestine:1,86448,330.377,222,2778,28560392,28560392,3,ETS4,intestine,ELT2
12,220713_ETS4gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,218.146,182,276,545364,545364,3,ETS4,background,ELT2
13,220713_ETS4gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,248.671,221,277,621677,621677,3,ETS4,background,ELT2
14,220713_ETS4gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,234.825,212,259,587062,587062,3,ETS4,background,ELT2
15,220713_ETS4gfp_ELT2rnai_worm1_PRO.tif:background:1,2500,214.667,196,236,536667,536667,3,ETS4,background,ELT2
16,220713_ETS4gfp_ELT2rnai_worm2_PRO.tif:intestine:1,62381,473.654,255,4095,29547016,29547016,3,ETS4,intestine,ELT2
17,220713_ETS4gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,151.38,139,171,378451,378451,3,ETS4,background,ELT2
18,220713_ETS4gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,201.176,176,230,502939,502939,3,ETS4,background,ELT2
19,220713_ETS4gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,212.983,183,259,532457,532457,3,ETS4,background,ELT2
20,220713_ETS4gfp_ELT2rnai_worm2_PRO.tif:background:1,2500,162.341,145,194,405852,405852,3,ETS4,background,ELT2
21,220713_ETS4gfp_ELT2rnai_worm3_PRO.tif:intestine:1,86780,560.21,217,4095,48615065,48615065,3,ETS4,intestine,ELT2
22,220713_ETS4gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,162.003,146,199,405008,405008,3,ETS4,background,ELT2
23,220713_ETS4gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,164.878,145,213,412195,412195,3,ETS4,background,ELT2
24,220713_ETS4gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,214.046,169,265,535114,535114,3,ETS4,background,ELT2
25,220713_ETS4gfp_ELT2rnai_worm3_PRO.tif:background:1,2500,200.82,165,270,502051,502051,3,ETS4,background,ELT2
26,220713_ETS4gfp_ELT2rnai_worm5_PRO.tif:intestine:1,81774,787.642,297,4095,64408628,64408628,3,ETS4,intestine,ELT2
27,220713_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,267.869,219,314,669672,669672,3,ETS4,background,ELT2
28,220713_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,197.523,165,258,493807,493807,3,ETS4,background,ELT2
29,220713_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,175.318,155,204,438294,438294,3,ETS4,background,ELT2
30,220713_ETS4gfp_ELT2rnai_worm5_PRO.tif:background:1,2500,211.158,190,235,527894,527894,3,ETS4,background,ELT2
31,220713_ETS4gfp_ELT2rnai_worm6_PRO.tif:intestine:1,46848,434.503,191,4095,20355576,20355576,3,ETS4,intestine,ELT2
32,220713_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,165.573,144,203,413933,413933,3,ETS4,background,ELT2
33,220713_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,145.506,136,159,363764,363764,3,ETS4,background,ELT2
34,220713_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,183.933,146,220,459832,459832,3,ETS4,background,ELT2
35,220713_ETS4gfp_ELT2rnai_worm6_PRO.tif:background:1,2500,152.04,139,169,380100,380100,3,ETS4,background,ELT2
36,220713_ETS4gfp_ELT2rnai_worm7_PRO.tif:intestine:1,90355,561.58,231,4095,50741574,50741574,3,ETS4,intestine,ELT2
37,220713_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,154.571,141,175,386428,386428,3,ETS4,background,ELT2
38,220713_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,158.017,138,198,395042,395042,3,ETS4,background,ELT2
39,220713_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,170.818,147,217,427046,427046,3,ETS4,background,ELT2
40,220713_ETS4gfp_ELT2rnai_worm7_PRO.tif:background:1,2500,265.331,190,446,663328,663328,3,ETS4,background,ELT2
41,220713_ETS4gfp_ELT2rnai_worm8_PRO.tif:intestine:1,90043,455.675,208,1780,41030312,41030312,3,ETS4,intestine,ELT2
42,220713_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,167.618,149,193,419046,419046,3,ETS4,background,ELT2
43,220713_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,168.843,150,188,422107,422107,3,ETS4,background,ELT2
44,220713_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,181.322,154,218,453305,453305,3,ETS4,background,ELT2
45,220713_ETS4gfp_ELT2rnai_worm8_PRO.tif:background:1,2500,192.705,177,219,481762,481762,3,ETS4,background,ELT2
46,220713_ETS4gfp_ELT2rnai_worm9_PRO.tif:intestine:1,81336,374.701,217,2149,30476704,30476704,3,ETS4,intestine,ELT2
47,220713_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,212.787,182,246,531968,531968,3,ETS4,background,ELT2
48,220713_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,162.636,150,179,406590,406590,3,ETS4,background,ELT2
49,220713_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,188.905,159,228,472262,472262,3,ETS4,background,ELT2
50,220713_ETS4gfp_ELT2rnai_worm9_PRO.tif:background:1,2500,171.871,156,190,429678,429678,3,ETS4,background,ELT2
51,220713_ETS4gfp_L4440rnai_worm10_PRO.tif:intestine:1,86763,524.276,320,2877,45487747,45487747,3,ETS4,intestine,L4440
52,220713_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,177.482,150,225,443705,443705,3,ETS4,background,L4440
53,220713_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,166.471,146,204,416178,416178,3,ETS4,background,L4440
54,220713_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,215.364,192,245,538411,538411,3,ETS4,background,L4440
55,220713_ETS4gfp_L4440rnai_worm10_PRO.tif:background:1,2500,302.861,259,350,757152,757152,3,ETS4,background,L4440
56,220713_ETS4gfp_L4440rnai_worm11_PRO.tif:intestine:1,105615,564.783,306,4095,59649602,59649602,3,ETS4,intestine,L4440
57,220713_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,194.134,165,232,485336,485336,3,ETS4,background,L4440
58,220713_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,282.256,215,383,705641,705641,3,ETS4,background,L4440
59,220713_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,237.259,207,272,593148,593148,3,ETS4,background,L4440
60,220713_ETS4gfp_L4440rnai_worm11_PRO.tif:background:1,2500,303.44,264,353,758600,758600,3,ETS4,background,L4440
61,220713_ETS4gfp_L4440rnai_worm1_PRO.tif:intestine:1,92537,454.683,187,4095,42074966,42074966,3,ETS4,intestine,L4440
62,220713_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,147.747,135,165,369367,369367,3,ETS4,background,L4440
63,220713_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,178.903,148,252,447257,447257,3,ETS4,background,L4440
64,220713_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,193.302,155,269,483255,483255,3,ETS4,background,L4440
65,220713_ETS4gfp_L4440rnai_worm1_PRO.tif:background:1,2500,159.718,142,190,399296,399296,3,ETS4,background,L4440
66,220713_ETS4gfp_L4440rnai_worm2_PRO.tif:intestine:1,130794,304.38,160,2222,39811058,39811058,3,ETS4,intestine,L4440
67,220713_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,152.269,138,174,380673,380673,3,ETS4,background,L4440
68,220713_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,179.85,155,219,449625,449625,3,ETS4,background,L4440
69,220713_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,2500,154.726,139,183,386814,386814,3,ETS4,background,L4440
70,220713_ETS4gfp_L4440rnai_worm2_PRO.tif:background:1,3350,153.694,136,197,514875,514875,3,ETS4,background,L4440
71,220713_ETS4gfp_L4440rnai_worm3_PRO.tif:intestine:1,126525,312.075,159,531,39485324,39485324,3,ETS4,intestine,L4440
72,220713_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,197.13,146,247,492824,492824,3,ETS4,background,L4440
73,220713_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,149.446,137,166,373615,373615,3,ETS4,background,L4440
74,220713_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,137.117,129,149,342792,342792,3,ETS4,background,L4440
75,220713_ETS4gfp_L4440rnai_worm3_PRO.tif:background:1,2500,151.426,139,166,378565,378565,3,ETS4,background,L4440
76,220713_ETS4gfp_L4440rnai_worm4_PRO.tif:intestine:1,124425,343.811,176,1428,42778625,42778625,3,ETS4,intestine,L4440
77,220713_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,137.82,129,148,344550,344550,3,ETS4,background,L4440
78,220713_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,140.405,131,157,351012,351012,3,ETS4,background,L4440
79,220713_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,155.934,136,198,389834,389834,3,ETS4,background,L4440
80,220713_ETS4gfp_L4440rnai_worm4_PRO.tif:background:1,2500,141.971,132,155,354927,354927,3,ETS4,background,L4440
81,220713_ETS4gfp_L4440rnai_worm5_PRO.tif:intestine:1,40912,517.936,334,1624,21189800,21189800,3,ETS4,intestine,L4440
82,220713_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,164.615,148,189,411538,411538,3,ETS4,background,L4440
83,220713_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,171.77,153,205,429425,429425,3,ETS4,background,L4440
84,220713_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,149.802,139,164,374504,374504,3,ETS4,background,L4440
85,220713_ETS4gfp_L4440rnai_worm5_PRO.tif:background:1,2500,165.952,148,198,414880,414880,3,ETS4,background,L4440
86,220713_ETS4gfp_L4440rnai_worm6_PRO.tif:intestine:1,88304,427.683,238,1484,37766118,37766118,3,ETS4,intestine,L4440
87,220713_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,218.602,176,286,546506,546506,3,ETS4,background,L4440
88,220713_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,164.391,147,191,410977,410977,3,ETS4,background,L4440
89,220713_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,141.678,133,156,354195,354195,3,ETS4,background,L4440
90,220713_ETS4gfp_L4440rnai_worm6_PRO.tif:background:1,2500,167.446,142,217,418615,418615,3,ETS4,background,L4440
91,220713_ETS4gfp_L4440rnai_worm7_PRO.tif:intestine:1,146139,332.916,180,835,48652063,48652063,3,ETS4,intestine,L4440
92,220713_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,143.63,131,162,359074,359074,3,ETS4,background,L4440
93,220713_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,147.451,134,168,368627,368627,3,ETS4,background,L4440
94,220713_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,133.98,126,145,334950,334950,3,ETS4,background,L4440
95,220713_ETS4gfp_L4440rnai_worm7_PRO.tif:background:1,2500,141.606,132,156,354015,354015,3,ETS4,background,L4440
96,220713_ETS4gfp_L4440rnai_worm8_PRO.tif:intestine:1,97630,440.431,214,2310,42999262,42999262,3,ETS4,intestine,L4440
97,220713_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,256.381,204,331,640953,640953,3,ETS4,background,L4440
98,220713_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,234.639,188,277,586598,586598,3,ETS4,background,L4440
99,220713_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,348.301,314,395,870753,870753,3,ETS4,background,L4440
100,220713_ETS4gfp_L4440rnai_worm8_PRO.tif:background:1,2500,320.309,288,360,800773,800773,3,ETS4,background,L4440
101,220713_ETS4gfp_L4440rnai_worm9_PRO.tif:intestine:1,97224,359.1,218,962,34913161,34913161,3,ETS4,intestine,L4440
102,220713_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,212.59,192,239,531476,531476,3,ETS4,background,L4440
103,220713_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,150.668,138,167,376671,376671,3,ETS4,background,L4440
104,220713_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,244.122,225,284,610304,610304,3,ETS4,background,L4440
105,220713_ETS4gfp_L4440rnai_worm9_PRO.tif:background:1,2500,166.722,151,186,416806,416806,3,ETS4,background,L4440
