WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00019297,not_bound,not_enriched,NA,embryo
WBGene00000680,not_bound,not_enriched,NA,embryo
WBGene00012110,not_bound,not_enriched,NA,embryo
WBGene00206393,not_bound,not_enriched,NA,embryo
WBGene00219395,not_bound,not_enriched,NA,embryo
WBGene00050929,not_bound,not_enriched,NA,embryo
WBGene00019933,not_bound,not_enriched,NA,embryo
WBGene00004727,not_bound,not_enriched,independent,embryo
WBGene00000879,not_bound,not_enriched,independent,embryo
WBGene00044203,not_bound,not_enriched,NA,embryo
WBGene00013469,not_bound,not_enriched,NA,embryo
WBGene00044045,not_bound,not_enriched,NA,embryo
WBGene00018178,not_bound,not_enriched,NA,embryo
WBGene00021176,not_bound,not_enriched,NA,embryo
WBGene00013791,not_bound,not_enriched,NA,embryo
WBGene00016336,not_bound,not_enriched,NA,embryo
WBGene00009524,not_bound,not_enriched,NA,embryo
WBGene00012516,not_bound,not_enriched,NA,embryo
WBGene00016087,bound,not_enriched,independent,embryo
WBGene00008020,not_bound,not_enriched,NA,embryo
WBGene00044953,not_bound,not_enriched,NA,embryo
WBGene00006460,bound,not_enriched,independent,embryo
WBGene00010235,not_bound,not_enriched,NA,embryo
WBGene00021372,not_bound,not_enriched,NA,embryo
WBGene00013522,not_bound,not_enriched,NA,embryo
WBGene00077563,not_bound,not_enriched,NA,embryo
WBGene00021214,not_bound,not_enriched,NA,embryo
WBGene00009027,bound,not_enriched,independent,embryo
WBGene00020408,not_bound,not_enriched,independent,embryo
WBGene00016353,not_bound,not_enriched,independent,embryo
WBGene00014186,not_bound,not_enriched,NA,embryo
WBGene00000780,not_bound,not_enriched,NA,embryo
WBGene00001007,not_bound,not_enriched,NA,embryo
WBGene00008210,not_bound,not_enriched,NA,embryo
WBGene00005389,not_bound,not_enriched,NA,embryo
WBGene00000061,not_bound,not_enriched,NA,embryo
WBGene00021112,not_bound,not_enriched,independent,embryo
WBGene00019839,not_bound,not_enriched,NA,embryo
WBGene00013472,bound,not_enriched,NA,embryo
WBGene00009759,not_bound,not_enriched,NA,embryo
WBGene00010074,not_bound,not_enriched,NA,embryo
WBGene00009880,not_bound,not_enriched,independent,embryo
WBGene00077493,not_bound,not_enriched,NA,embryo
WBGene00000932,not_bound,not_enriched,repressed,embryo
WBGene00005609,not_bound,not_enriched,NA,embryo
WBGene00194646,not_bound,not_enriched,NA,embryo
WBGene00021752,not_bound,not_enriched,independent,embryo
WBGene00012844,not_bound,not_enriched,NA,embryo
WBGene00012738,bound,not_enriched,independent,embryo
WBGene00007343,not_bound,not_enriched,independent,embryo
WBGene00195215,not_bound,not_enriched,NA,embryo
WBGene00012336,not_bound,not_enriched,NA,embryo
WBGene00013035,bound,not_enriched,activated,embryo
WBGene00004226,not_bound,not_enriched,independent,embryo
WBGene00018243,not_bound,not_enriched,NA,embryo
WBGene00011474,not_bound,not_enriched,independent,embryo
WBGene00008859,not_bound,not_enriched,independent,embryo
WBGene00013766,not_bound,not_enriched,independent,embryo
WBGene00010247,not_bound,not_enriched,NA,embryo
WBGene00016990,bound,not_enriched,independent,embryo
WBGene00006631,not_bound,not_enriched,NA,embryo
WBGene00005845,not_bound,not_enriched,NA,embryo
WBGene00015870,not_bound,not_enriched,NA,embryo
WBGene00016085,not_bound,not_enriched,NA,embryo
WBGene00018634,not_bound,not_enriched,independent,embryo
WBGene00020675,not_bound,not_enriched,independent,embryo
WBGene00011268,bound,not_enriched,NA,embryo
WBGene00019491,not_bound,not_enriched,independent,embryo
WBGene00011313,bound,not_enriched,NA,embryo
WBGene00012307,bound,not_enriched,NA,embryo
WBGene00011225,not_bound,not_enriched,independent,embryo
WBGene00005617,not_bound,not_enriched,NA,embryo
WBGene00013805,not_bound,not_enriched,independent,embryo
WBGene00019221,not_bound,not_enriched,independent,embryo
WBGene00022104,bound,not_enriched,independent,embryo
WBGene00011139,not_bound,not_enriched,independent,embryo
WBGene00014198,not_bound,not_enriched,NA,embryo
WBGene00044650,not_bound,not_enriched,independent,embryo
WBGene00018519,not_bound,not_enriched,NA,embryo
WBGene00007467,not_bound,not_enriched,NA,embryo
WBGene00001862,not_bound,not_enriched,repressed,embryo
WBGene00001667,not_bound,not_enriched,NA,embryo
WBGene00045301,not_bound,not_enriched,NA,embryo
WBGene00009252,not_bound,not_enriched,NA,embryo
WBGene00023451,not_bound,not_enriched,NA,embryo
WBGene00015919,not_bound,not_enriched,NA,embryo
WBGene00007861,not_bound,not_enriched,NA,embryo
WBGene00010933,not_bound,not_enriched,NA,embryo
WBGene00004178,not_bound,not_enriched,repressed,embryo
WBGene00005771,not_bound,not_enriched,NA,embryo
WBGene00011650,not_bound,not_enriched,NA,embryo
WBGene00006494,not_bound,not_enriched,NA,embryo
WBGene00017076,not_bound,not_enriched,NA,embryo
WBGene00235335,bound,not_enriched,NA,embryo
WBGene00004303,not_bound,not_enriched,independent,embryo
WBGene00012312,not_bound,not_enriched,NA,embryo
WBGene00007704,not_bound,not_enriched,independent,embryo
WBGene00019368,not_bound,not_enriched,activated,embryo
WBGene00002253,not_bound,not_enriched,NA,embryo
WBGene00010775,not_bound,not_enriched,NA,embryo
WBGene00194735,not_bound,not_enriched,NA,embryo
WBGene00009753,not_bound,not_enriched,NA,embryo
WBGene00008159,not_bound,not_enriched,NA,embryo
WBGene00044086,not_bound,not_enriched,NA,embryo
WBGene00017541,not_bound,not_enriched,NA,embryo
WBGene00005992,not_bound,not_enriched,NA,embryo
WBGene00016691,not_bound,not_enriched,NA,embryo
WBGene00006166,not_bound,not_enriched,NA,embryo
WBGene00019106,not_bound,not_enriched,NA,embryo
WBGene00013697,not_bound,not_enriched,independent,embryo
WBGene00003963,bound,not_enriched,NA,embryo
WBGene00013437,not_bound,not_enriched,NA,embryo
WBGene00022758,not_bound,not_enriched,NA,embryo
WBGene00011685,not_bound,not_enriched,NA,embryo
WBGene00008508,not_bound,not_enriched,NA,embryo
WBGene00011242,not_bound,not_enriched,independent,embryo
WBGene00019566,not_bound,not_enriched,NA,embryo
WBGene00021605,not_bound,not_enriched,NA,embryo
WBGene00009470,not_bound,not_enriched,NA,embryo
WBGene00017221,not_bound,not_enriched,NA,embryo
WBGene00004164,not_bound,not_enriched,independent,embryo
WBGene00022460,bound,not_enriched,independent,embryo
WBGene00010606,not_bound,not_enriched,NA,embryo
WBGene00012512,not_bound,not_enriched,NA,embryo
WBGene00006143,not_bound,not_enriched,NA,embryo
WBGene00194787,not_bound,not_enriched,NA,embryo
WBGene00006273,not_bound,not_enriched,NA,embryo
WBGene00005737,not_bound,not_enriched,NA,embryo
WBGene00015871,not_bound,not_enriched,NA,embryo
WBGene00050915,not_bound,not_enriched,NA,embryo
WBGene00021061,not_bound,not_enriched,independent,embryo
WBGene00015493,not_bound,not_enriched,NA,embryo
WBGene00005699,not_bound,not_enriched,NA,embryo
WBGene00175034,not_bound,not_enriched,NA,embryo
WBGene00009353,not_bound,not_enriched,independent,embryo
WBGene00000887,bound,not_enriched,independent,embryo
WBGene00195240,not_bound,not_enriched,NA,embryo
WBGene00013687,not_bound,not_enriched,independent,embryo
WBGene00022600,not_bound,not_enriched,NA,embryo
WBGene00016378,not_bound,not_enriched,independent,embryo
WBGene00019244,not_bound,not_enriched,independent,embryo
WBGene00014148,not_bound,not_enriched,independent,embryo
WBGene00016753,not_bound,not_enriched,NA,embryo
WBGene00014203,not_bound,not_enriched,independent,embryo
WBGene00018160,not_bound,not_enriched,independent,embryo
WBGene00008129,not_bound,not_enriched,NA,embryo
WBGene00021679,not_bound,not_enriched,independent,embryo
WBGene00015184,not_bound,not_enriched,independent,embryo
WBGene00013529,not_bound,not_enriched,NA,embryo
WBGene00008745,not_bound,not_enriched,independent,embryo
WBGene00015164,not_bound,not_enriched,independent,embryo
WBGene00022189,not_bound,not_enriched,NA,embryo
WBGene00010275,not_bound,not_enriched,NA,embryo
WBGene00011622,bound,not_enriched,NA,embryo
WBGene00011631,not_bound,not_enriched,independent,embryo
WBGene00012254,not_bound,not_enriched,NA,embryo
WBGene00012666,not_bound,not_enriched,independent,embryo
WBGene00009648,not_bound,not_enriched,independent,embryo
WBGene00013109,bound,not_enriched,independent,embryo
WBGene00017395,not_bound,not_enriched,NA,embryo
WBGene00005684,not_bound,not_enriched,NA,embryo
WBGene00006010,not_bound,not_enriched,NA,embryo
WBGene00022649,not_bound,not_enriched,independent,embryo
WBGene00000390,not_bound,not_enriched,independent,embryo
WBGene00005088,not_bound,not_enriched,NA,embryo
WBGene00005173,not_bound,not_enriched,NA,embryo
WBGene00007390,bound,not_enriched,independent,embryo
WBGene00015901,not_bound,not_enriched,NA,embryo
WBGene00021335,not_bound,not_enriched,NA,embryo
WBGene00013132,not_bound,not_enriched,independent,embryo
WBGene00000763,not_bound,not_enriched,independent,embryo
WBGene00195174,not_bound,not_enriched,NA,embryo
WBGene00008877,not_bound,not_enriched,NA,embryo
WBGene00009735,not_bound,not_enriched,independent,embryo
WBGene00004153,bound,not_enriched,NA,embryo
WBGene00018933,not_bound,not_enriched,NA,embryo
WBGene00011561,not_bound,not_enriched,independent,embryo
WBGene00010253,not_bound,not_enriched,NA,embryo
WBGene00009930,not_bound,not_enriched,independent,embryo
WBGene00022393,not_bound,not_enriched,NA,embryo
WBGene00018496,not_bound,not_enriched,NA,embryo
WBGene00005129,not_bound,not_enriched,independent,embryo
WBGene00194664,not_bound,not_enriched,NA,embryo
WBGene00021754,bound,not_enriched,independent,embryo
WBGene00044615,not_bound,not_enriched,independent,embryo
WBGene00005537,not_bound,not_enriched,NA,embryo
WBGene00015491,not_bound,not_enriched,NA,embryo
WBGene00044424,not_bound,not_enriched,NA,embryo
WBGene00005660,not_bound,not_enriched,NA,embryo
WBGene00011450,not_bound,not_enriched,NA,embryo
WBGene00005447,not_bound,not_enriched,NA,embryo
WBGene00005136,not_bound,not_enriched,NA,embryo
WBGene00010013,not_bound,not_enriched,independent,embryo
WBGene00000160,bound,not_enriched,independent,embryo
WBGene00016279,not_bound,not_enriched,NA,embryo
WBGene00044044,not_bound,not_enriched,NA,embryo
WBGene00022360,not_bound,not_enriched,independent,embryo
WBGene00007722,not_bound,not_enriched,independent,embryo
WBGene00019399,bound,not_enriched,independent,embryo
WBGene00005490,not_bound,not_enriched,NA,embryo
WBGene00012765,not_bound,not_enriched,independent,embryo
WBGene00017105,not_bound,not_enriched,NA,embryo
WBGene00009010,not_bound,not_enriched,independent,embryo
WBGene00044459,not_bound,not_enriched,independent,embryo
WBGene00005969,not_bound,not_enriched,NA,embryo
WBGene00003165,not_bound,not_enriched,NA,embryo
WBGene00011205,not_bound,not_enriched,independent,embryo
WBGene00044315,not_bound,not_enriched,NA,embryo
WBGene00002223,not_bound,not_enriched,independent,embryo
WBGene00019466,bound,not_enriched,independent,embryo
WBGene00016124,bound,not_enriched,independent,embryo
WBGene00005676,not_bound,not_enriched,NA,embryo
WBGene00009378,not_bound,not_enriched,NA,embryo
WBGene00010168,not_bound,not_enriched,NA,embryo
WBGene00019055,not_bound,not_enriched,NA,embryo
WBGene00016049,not_bound,not_enriched,NA,embryo
WBGene00001789,not_bound,not_enriched,NA,embryo
WBGene00010892,not_bound,not_enriched,independent,embryo
WBGene00008054,bound,not_enriched,NA,embryo
WBGene00020584,not_bound,not_enriched,NA,embryo
WBGene00020356,not_bound,not_enriched,NA,embryo
WBGene00002267,not_bound,not_enriched,independent,embryo
WBGene00235263,not_bound,not_enriched,NA,embryo
WBGene00018289,not_bound,not_enriched,NA,embryo
WBGene00021894,not_bound,not_enriched,NA,embryo
WBGene00235313,not_bound,not_enriched,NA,embryo
WBGene00018039,not_bound,not_enriched,NA,embryo
WBGene00012270,not_bound,not_enriched,NA,embryo
WBGene00003870,not_bound,not_enriched,independent,embryo
WBGene00001565,not_bound,not_enriched,independent,embryo
WBGene00077576,not_bound,not_enriched,NA,embryo
WBGene00010748,not_bound,not_enriched,NA,embryo
WBGene00000859,not_bound,not_enriched,NA,embryo
WBGene00021793,not_bound,not_enriched,NA,embryo
WBGene00044175,not_bound,not_enriched,NA,embryo
WBGene00009271,not_bound,not_enriched,NA,embryo
WBGene00013368,not_bound,not_enriched,NA,embryo
WBGene00017672,not_bound,not_enriched,NA,embryo
WBGene00009980,not_bound,not_enriched,independent,embryo
WBGene00003795,not_bound,not_enriched,independent,embryo
WBGene00017811,not_bound,not_enriched,independent,embryo
WBGene00016495,not_bound,not_enriched,independent,embryo
WBGene00013528,not_bound,not_enriched,NA,embryo
WBGene00020695,not_bound,not_enriched,independent,embryo
WBGene00014926,bound,not_enriched,NA,embryo
WBGene00013255,bound,not_enriched,independent,embryo
WBGene00015162,not_bound,not_enriched,independent,embryo
WBGene00050914,not_bound,not_enriched,NA,embryo
WBGene00006188,not_bound,not_enriched,NA,embryo
WBGene00004276,bound,not_enriched,independent,embryo
WBGene00008471,not_bound,not_enriched,NA,embryo
WBGene00044359,not_bound,not_enriched,NA,embryo
WBGene00021613,not_bound,not_enriched,independent,embryo
WBGene00007674,not_bound,not_enriched,NA,embryo
WBGene00004342,not_bound,not_enriched,independent,embryo
WBGene00006496,not_bound,not_enriched,independent,embryo
WBGene00003396,not_bound,not_enriched,independent,embryo
WBGene00005070,not_bound,not_enriched,NA,embryo
WBGene00009219,bound,not_enriched,independent,embryo
WBGene00021554,not_bound,not_enriched,independent,embryo
WBGene00012932,not_bound,not_enriched,independent,embryo
WBGene00007825,not_bound,not_enriched,independent,embryo
WBGene00003449,not_bound,not_enriched,NA,embryo
WBGene00018255,not_bound,not_enriched,NA,embryo
WBGene00001498,not_bound,not_enriched,independent,embryo
WBGene00008113,not_bound,not_enriched,NA,embryo
WBGene00015126,bound,not_enriched,independent,embryo
WBGene00000816,not_bound,not_enriched,independent,embryo
WBGene00022077,not_bound,not_enriched,independent,embryo
WBGene00021690,not_bound,not_enriched,NA,embryo
WBGene00015878,not_bound,not_enriched,NA,embryo
WBGene00012783,not_bound,not_enriched,NA,embryo
WBGene00011285,not_bound,not_enriched,independent,embryo
WBGene00005064,not_bound,not_enriched,NA,embryo
WBGene00013645,not_bound,not_enriched,NA,embryo
WBGene00008600,bound,not_enriched,NA,embryo
WBGene00206462,not_bound,not_enriched,NA,embryo
WBGene00010021,not_bound,not_enriched,NA,embryo
WBGene00012316,bound,not_enriched,independent,embryo
WBGene00009085,not_bound,not_enriched,NA,embryo
WBGene00020263,not_bound,not_enriched,independent,embryo
WBGene00023410,not_bound,not_enriched,NA,embryo
WBGene00012088,not_bound,not_enriched,NA,embryo
WBGene00018507,not_bound,not_enriched,NA,embryo
WBGene00206486,not_bound,not_enriched,NA,embryo
WBGene00006138,not_bound,not_enriched,NA,embryo
WBGene00017022,not_bound,not_enriched,NA,embryo
WBGene00017983,bound,not_enriched,independent,embryo
WBGene00002078,not_bound,not_enriched,independent,embryo
WBGene00006794,bound,not_enriched,NA,embryo
WBGene00006103,not_bound,not_enriched,independent,embryo
WBGene00020251,not_bound,not_enriched,independent,embryo
WBGene00006247,not_bound,not_enriched,NA,embryo
WBGene00003475,not_bound,not_enriched,independent,embryo
WBGene00007530,not_bound,not_enriched,NA,embryo
WBGene00016037,not_bound,not_enriched,NA,embryo
WBGene00017413,not_bound,not_enriched,NA,embryo
WBGene00018119,not_bound,not_enriched,NA,embryo
WBGene00044058,not_bound,not_enriched,NA,embryo
WBGene00016391,not_bound,not_enriched,independent,embryo
WBGene00016725,not_bound,not_enriched,independent,embryo
WBGene00001502,bound,not_enriched,independent,embryo
WBGene00020068,bound,not_enriched,independent,embryo
WBGene00016822,not_bound,not_enriched,NA,embryo
WBGene00013192,not_bound,not_enriched,NA,embryo
WBGene00017264,bound,not_enriched,NA,embryo
WBGene00013258,not_bound,not_enriched,independent,embryo
WBGene00013635,not_bound,not_enriched,NA,embryo
WBGene00018502,not_bound,not_enriched,NA,embryo
WBGene00009078,bound,not_enriched,independent,embryo
WBGene00014222,not_bound,not_enriched,independent,embryo
WBGene00018267,not_bound,not_enriched,NA,embryo
WBGene00005255,not_bound,not_enriched,NA,embryo
WBGene00006127,not_bound,not_enriched,NA,embryo
WBGene00013407,bound,not_enriched,independent,embryo
WBGene00004222,not_bound,not_enriched,independent,embryo
WBGene00020942,not_bound,not_enriched,independent,embryo
WBGene00021063,not_bound,not_enriched,independent,embryo
WBGene00011071,not_bound,not_enriched,independent,embryo
WBGene00010847,bound,not_enriched,independent,embryo
WBGene00018068,not_bound,not_enriched,NA,embryo
WBGene00012335,not_bound,not_enriched,NA,embryo
WBGene00006701,not_bound,not_enriched,independent,embryo
WBGene00006149,not_bound,not_enriched,NA,embryo
WBGene00010691,not_bound,not_enriched,NA,embryo
WBGene00016125,not_bound,not_enriched,NA,embryo
WBGene00001062,not_bound,not_enriched,NA,embryo
WBGene00004506,not_bound,not_enriched,NA,embryo
WBGene00012121,not_bound,not_enriched,independent,embryo
WBGene00001023,bound,not_enriched,independent,embryo
WBGene00012630,not_bound,not_enriched,NA,embryo
WBGene00009929,not_bound,not_enriched,independent,embryo
WBGene00000911,not_bound,not_enriched,independent,embryo
WBGene00008207,not_bound,not_enriched,NA,embryo
WBGene00015171,bound,not_enriched,independent,embryo
WBGene00021667,not_bound,not_enriched,NA,embryo
WBGene00235294,not_bound,not_enriched,NA,embryo
WBGene00014210,not_bound,not_enriched,independent,embryo
WBGene00006840,not_bound,not_enriched,independent,embryo
