WBGeneID,promoter_status,intestine_expression,elt2_ko,stage
WBGene00014004,not_bound,not_enriched,independent,embryo
WBGene00019490,not_bound,not_enriched,independent,embryo
WBGene00011321,not_bound,not_enriched,activated,embryo
WBGene00007550,not_bound,not_enriched,independent,embryo
WBGene00015331,not_bound,not_enriched,NA,embryo
WBGene00021410,not_bound,not_enriched,independent,embryo
WBGene00008916,not_bound,not_enriched,independent,embryo
WBGene00003915,not_bound,not_enriched,independent,embryo
WBGene00001509,bound,not_enriched,independent,embryo
WBGene00015540,not_bound,not_enriched,independent,embryo
WBGene00008690,not_bound,not_enriched,independent,embryo
WBGene00005121,not_bound,not_enriched,NA,embryo
WBGene00008464,not_bound,not_enriched,NA,embryo
WBGene00015004,not_bound,not_enriched,NA,embryo
WBGene00012193,not_bound,not_enriched,independent,embryo
WBGene00009727,not_bound,not_enriched,NA,embryo
WBGene00235352,not_bound,not_enriched,activated,embryo
WBGene00000874,not_bound,not_enriched,independent,embryo
WBGene00045038,not_bound,not_enriched,NA,embryo
WBGene00021616,not_bound,not_enriched,NA,embryo
WBGene00194871,not_bound,not_enriched,NA,embryo
WBGene00007542,not_bound,not_enriched,NA,embryo
WBGene00020160,bound,not_enriched,independent,embryo
WBGene00021933,bound,not_enriched,NA,embryo
WBGene00010006,not_bound,not_enriched,independent,embryo
WBGene00044773,not_bound,not_enriched,NA,embryo
WBGene00018290,bound,not_enriched,independent,embryo
WBGene00020374,bound,not_enriched,independent,embryo
WBGene00043534,not_bound,not_enriched,independent,embryo
WBGene00015770,not_bound,not_enriched,NA,embryo
WBGene00044184,not_bound,not_enriched,NA,embryo
WBGene00020487,not_bound,not_enriched,NA,embryo
WBGene00235371,not_bound,not_enriched,NA,embryo
WBGene00004101,not_bound,not_enriched,independent,embryo
WBGene00007878,bound,not_enriched,independent,embryo
WBGene00003742,not_bound,not_enriched,NA,embryo
WBGene00003827,not_bound,not_enriched,independent,embryo
WBGene00016002,not_bound,not_enriched,independent,embryo
WBGene00013116,not_bound,not_enriched,NA,embryo
WBGene00007831,not_bound,not_enriched,NA,embryo
WBGene00006723,not_bound,not_enriched,independent,embryo
WBGene00044423,bound,not_enriched,independent,embryo
WBGene00045276,not_bound,not_enriched,NA,embryo
WBGene00004908,not_bound,not_enriched,NA,embryo
WBGene00010553,not_bound,not_enriched,independent,embryo
WBGene00003626,not_bound,not_enriched,independent,embryo
WBGene00015530,not_bound,not_enriched,NA,embryo
WBGene00010427,not_bound,not_enriched,independent,embryo
WBGene00194867,not_bound,not_enriched,NA,embryo
WBGene00021316,not_bound,not_enriched,independent,embryo
WBGene00013002,not_bound,not_enriched,independent,embryo
WBGene00005091,not_bound,not_enriched,NA,embryo
WBGene00020333,not_bound,not_enriched,NA,embryo
WBGene00016810,not_bound,not_enriched,independent,embryo
WBGene00017222,not_bound,not_enriched,NA,embryo
WBGene00008472,not_bound,not_enriched,NA,embryo
WBGene00016925,not_bound,not_enriched,NA,embryo
WBGene00008762,not_bound,not_enriched,independent,embryo
WBGene00019725,bound,not_enriched,NA,embryo
WBGene00000164,bound,not_enriched,independent,embryo
WBGene00235305,not_bound,not_enriched,NA,embryo
WBGene00007484,not_bound,not_enriched,NA,embryo
WBGene00010065,not_bound,not_enriched,NA,embryo
WBGene00044533,not_bound,not_enriched,NA,embryo
WBGene00044810,not_bound,not_enriched,NA,embryo
WBGene00016652,not_bound,not_enriched,NA,embryo
WBGene00012993,not_bound,not_enriched,NA,embryo
WBGene00008277,not_bound,not_enriched,NA,embryo
WBGene00006916,not_bound,not_enriched,NA,embryo
WBGene00006012,not_bound,not_enriched,NA,embryo
WBGene00001028,not_bound,not_enriched,independent,embryo
WBGene00206498,not_bound,not_enriched,NA,embryo
WBGene00005351,not_bound,not_enriched,NA,embryo
WBGene00006889,not_bound,not_enriched,independent,embryo
WBGene00194647,not_bound,not_enriched,NA,embryo
WBGene00004047,not_bound,not_enriched,independent,embryo
WBGene00011198,bound,not_enriched,independent,embryo
WBGene00010333,bound,not_enriched,independent,embryo
WBGene00000135,not_bound,not_enriched,independent,embryo
WBGene00021029,not_bound,not_enriched,NA,embryo
WBGene00005117,not_bound,not_enriched,NA,embryo
WBGene00014104,not_bound,not_enriched,NA,embryo
WBGene00012621,not_bound,not_enriched,NA,embryo
WBGene00003099,not_bound,not_enriched,NA,embryo
WBGene00004317,not_bound,not_enriched,independent,embryo
WBGene00021434,not_bound,not_enriched,NA,embryo
WBGene00020211,not_bound,not_enriched,NA,embryo
WBGene00011394,not_bound,not_enriched,independent,embryo
WBGene00020322,not_bound,not_enriched,independent,embryo
WBGene00017383,not_bound,not_enriched,NA,embryo
WBGene00022492,not_bound,not_enriched,independent,embryo
WBGene00000375,bound,not_enriched,NA,embryo
WBGene00007812,not_bound,not_enriched,independent,embryo
WBGene00013027,not_bound,not_enriched,NA,embryo
WBGene00206471,not_bound,not_enriched,NA,embryo
WBGene00007443,bound,not_enriched,independent,embryo
WBGene00005824,not_bound,not_enriched,NA,embryo
WBGene00206533,not_bound,not_enriched,NA,embryo
WBGene00044127,not_bound,not_enriched,NA,embryo
WBGene00271810,not_bound,not_enriched,NA,embryo
WBGene00000764,not_bound,not_enriched,independent,embryo
WBGene00020123,not_bound,not_enriched,NA,embryo
WBGene00005996,not_bound,not_enriched,NA,embryo
WBGene00006503,bound,not_enriched,independent,embryo
WBGene00013526,not_bound,not_enriched,NA,embryo
WBGene00000200,not_bound,not_enriched,NA,embryo
WBGene00019122,not_bound,not_enriched,independent,embryo
WBGene00045270,not_bound,not_enriched,NA,embryo
WBGene00194927,not_bound,not_enriched,NA,embryo
WBGene00013940,not_bound,not_enriched,NA,embryo
WBGene00012305,not_bound,not_enriched,NA,embryo
WBGene00009763,not_bound,not_enriched,NA,embryo
WBGene00077624,not_bound,not_enriched,NA,embryo
WBGene00271819,not_bound,not_enriched,NA,embryo
WBGene00206534,bound,not_enriched,NA,embryo
WBGene00014070,not_bound,not_enriched,NA,embryo
WBGene00011710,not_bound,not_enriched,NA,embryo
WBGene00005789,not_bound,not_enriched,NA,embryo
WBGene00009893,not_bound,not_enriched,NA,embryo
WBGene00021384,not_bound,not_enriched,NA,embryo
WBGene00008909,not_bound,not_enriched,NA,embryo
WBGene00022821,not_bound,not_enriched,NA,embryo
WBGene00011541,not_bound,not_enriched,NA,embryo
WBGene00005874,not_bound,not_enriched,NA,embryo
WBGene00011025,not_bound,not_enriched,NA,embryo
WBGene00004812,not_bound,not_enriched,NA,embryo
WBGene00017138,not_bound,not_enriched,independent,embryo
WBGene00005062,not_bound,not_enriched,activated,embryo
WBGene00007774,bound,not_enriched,independent,embryo
WBGene00015099,not_bound,not_enriched,independent,embryo
WBGene00005316,not_bound,not_enriched,NA,embryo
WBGene00018701,not_bound,not_enriched,independent,embryo
WBGene00020259,not_bound,not_enriched,independent,embryo
WBGene00009573,not_bound,not_enriched,NA,embryo
WBGene00005406,not_bound,not_enriched,NA,embryo
WBGene00017161,bound,not_enriched,independent,embryo
WBGene00044362,not_bound,not_enriched,NA,embryo
WBGene00011012,not_bound,not_enriched,NA,embryo
WBGene00011173,not_bound,not_enriched,NA,embryo
WBGene00019871,not_bound,not_enriched,independent,embryo
WBGene00010437,not_bound,not_enriched,independent,embryo
WBGene00017056,not_bound,not_enriched,NA,embryo
WBGene00006786,not_bound,not_enriched,independent,embryo
WBGene00001060,not_bound,not_enriched,independent,embryo
WBGene00003536,not_bound,not_enriched,NA,embryo
WBGene00012115,not_bound,not_enriched,NA,embryo
WBGene00016406,not_bound,not_enriched,independent,embryo
WBGene00017706,not_bound,not_enriched,NA,embryo
WBGene00017229,not_bound,not_enriched,NA,embryo
WBGene00013798,not_bound,not_enriched,NA,embryo
WBGene00235343,not_bound,not_enriched,NA,embryo
WBGene00015764,not_bound,not_enriched,NA,embryo
WBGene00000176,not_bound,not_enriched,independent,embryo
WBGene00019457,not_bound,not_enriched,independent,embryo
WBGene00020556,not_bound,not_enriched,independent,embryo
WBGene00005883,not_bound,not_enriched,NA,embryo
WBGene00016826,not_bound,not_enriched,NA,embryo
WBGene00019732,not_bound,not_enriched,NA,embryo
WBGene00009998,not_bound,not_enriched,NA,embryo
WBGene00016716,not_bound,not_enriched,independent,embryo
WBGene00019353,not_bound,not_enriched,independent,embryo
WBGene00044088,not_bound,not_enriched,NA,embryo
WBGene00000201,not_bound,not_enriched,independent,embryo
WBGene00017389,not_bound,not_enriched,NA,embryo
WBGene00005707,not_bound,not_enriched,NA,embryo
WBGene00012966,not_bound,not_enriched,independent,embryo
WBGene00001686,not_bound,not_enriched,NA,embryo
WBGene00003848,not_bound,not_enriched,independent,embryo
WBGene00000090,not_bound,not_enriched,independent,embryo
WBGene00016453,not_bound,not_enriched,NA,embryo
WBGene00022629,not_bound,not_enriched,NA,embryo
WBGene00007953,bound,not_enriched,NA,embryo
WBGene00004679,not_bound,not_enriched,independent,embryo
WBGene00018006,not_bound,not_enriched,independent,embryo
WBGene00019891,not_bound,not_enriched,NA,embryo
WBGene00006016,not_bound,not_enriched,independent,embryo
WBGene00044003,not_bound,not_enriched,NA,embryo
WBGene00005941,not_bound,not_enriched,NA,embryo
WBGene00005169,not_bound,not_enriched,NA,embryo
WBGene00009740,not_bound,not_enriched,independent,embryo
WBGene00021369,not_bound,not_enriched,independent,embryo
WBGene00015357,bound,not_enriched,independent,embryo
WBGene00015860,not_bound,not_enriched,NA,embryo
WBGene00005217,not_bound,not_enriched,NA,embryo
WBGene00001628,not_bound,not_enriched,independent,embryo
WBGene00019452,not_bound,not_enriched,NA,embryo
WBGene00016311,not_bound,not_enriched,independent,embryo
WBGene00016395,not_bound,not_enriched,independent,embryo
WBGene00020174,not_bound,not_enriched,NA,embryo
WBGene00013597,not_bound,not_enriched,independent,embryo
WBGene00015007,not_bound,not_enriched,independent,embryo
WBGene00001791,bound,not_enriched,independent,embryo
WBGene00014020,not_bound,not_enriched,independent,embryo
WBGene00206379,not_bound,not_enriched,NA,embryo
WBGene00020049,not_bound,not_enriched,independent,embryo
WBGene00020753,not_bound,not_enriched,NA,embryo
WBGene00000636,not_bound,not_enriched,NA,embryo
WBGene00013382,not_bound,not_enriched,independent,embryo
WBGene00018697,not_bound,not_enriched,independent,embryo
WBGene00012761,not_bound,not_enriched,NA,embryo
WBGene00010484,not_bound,not_enriched,independent,embryo
WBGene00008069,not_bound,not_enriched,NA,embryo
WBGene00001056,not_bound,not_enriched,independent,embryo
WBGene00009900,not_bound,not_enriched,NA,embryo
WBGene00005545,not_bound,not_enriched,NA,embryo
WBGene00011112,not_bound,not_enriched,repressed,embryo
WBGene00011604,not_bound,not_enriched,independent,embryo
WBGene00000936,not_bound,not_enriched,independent,embryo
WBGene00006419,not_bound,not_enriched,NA,embryo
WBGene00005046,not_bound,not_enriched,NA,embryo
WBGene00013001,not_bound,not_enriched,independent,embryo
WBGene00000511,not_bound,not_enriched,independent,embryo
WBGene00013319,not_bound,not_enriched,NA,embryo
WBGene00018395,not_bound,not_enriched,independent,embryo
WBGene00020528,not_bound,not_enriched,NA,embryo
WBGene00015551,bound,not_enriched,independent,embryo
WBGene00185097,not_bound,not_enriched,NA,embryo
WBGene00020516,not_bound,not_enriched,activated,embryo
WBGene00012923,not_bound,not_enriched,NA,embryo
WBGene00011159,not_bound,not_enriched,NA,embryo
WBGene00014172,not_bound,not_enriched,independent,embryo
WBGene00015005,not_bound,not_enriched,NA,embryo
WBGene00003960,not_bound,not_enriched,NA,embryo
WBGene00022722,bound,not_enriched,independent,embryo
WBGene00005365,not_bound,not_enriched,NA,embryo
WBGene00010433,bound,not_enriched,independent,embryo
WBGene00021854,not_bound,not_enriched,independent,embryo
WBGene00003476,not_bound,not_enriched,independent,embryo
WBGene00010619,not_bound,not_enriched,NA,embryo
WBGene00016582,not_bound,not_enriched,NA,embryo
WBGene00022348,not_bound,not_enriched,independent,embryo
WBGene00022544,not_bound,not_enriched,NA,embryo
WBGene00006964,not_bound,not_enriched,independent,embryo
WBGene00010232,bound,not_enriched,independent,embryo
WBGene00000293,bound,not_enriched,independent,embryo
WBGene00017414,not_bound,not_enriched,NA,embryo
WBGene00021232,not_bound,not_enriched,NA,embryo
WBGene00015524,not_bound,not_enriched,independent,embryo
WBGene00044232,not_bound,not_enriched,NA,embryo
WBGene00003095,bound,not_enriched,NA,embryo
WBGene00010278,not_bound,not_enriched,NA,embryo
WBGene00009664,not_bound,not_enriched,independent,embryo
WBGene00004147,not_bound,not_enriched,independent,embryo
WBGene00003081,bound,not_enriched,independent,embryo
WBGene00009184,not_bound,not_enriched,NA,embryo
WBGene00017268,not_bound,not_enriched,independent,embryo
WBGene00006150,not_bound,not_enriched,NA,embryo
WBGene00008843,not_bound,not_enriched,NA,embryo
WBGene00017037,not_bound,not_enriched,independent,embryo
WBGene00271832,not_bound,not_enriched,NA,embryo
WBGene00001517,not_bound,not_enriched,independent,embryo
WBGene00010592,not_bound,not_enriched,independent,embryo
WBGene00013446,not_bound,not_enriched,independent,embryo
WBGene00010819,not_bound,not_enriched,NA,embryo
WBGene00008470,not_bound,not_enriched,NA,embryo
WBGene00009830,not_bound,not_enriched,NA,embryo
WBGene00013045,not_bound,not_enriched,NA,embryo
WBGene00000814,not_bound,not_enriched,independent,embryo
WBGene00017758,not_bound,not_enriched,independent,embryo
WBGene00019231,not_bound,not_enriched,NA,embryo
WBGene00002066,not_bound,not_enriched,independent,embryo
WBGene00002215,not_bound,not_enriched,independent,embryo
WBGene00012503,not_bound,not_enriched,NA,embryo
WBGene00017837,bound,not_enriched,independent,embryo
WBGene00012428,not_bound,not_enriched,NA,embryo
WBGene00017136,not_bound,not_enriched,NA,embryo
WBGene00015822,not_bound,not_enriched,NA,embryo
WBGene00003818,bound,not_enriched,independent,embryo
WBGene00014679,not_bound,not_enriched,NA,embryo
WBGene00000479,bound,not_enriched,independent,embryo
WBGene00008353,not_bound,not_enriched,independent,embryo
WBGene00003470,not_bound,not_enriched,NA,embryo
WBGene00006810,not_bound,not_enriched,independent,embryo
WBGene00005339,not_bound,not_enriched,NA,embryo
WBGene00019829,not_bound,not_enriched,independent,embryo
WBGene00255546,not_bound,not_enriched,NA,embryo
WBGene00022401,not_bound,not_enriched,independent,embryo
WBGene00009674,not_bound,not_enriched,independent,embryo
WBGene00003098,not_bound,not_enriched,NA,embryo
WBGene00007620,not_bound,not_enriched,independent,embryo
WBGene00005486,not_bound,not_enriched,NA,embryo
WBGene00005357,not_bound,not_enriched,NA,embryo
WBGene00001916,not_bound,not_enriched,NA,embryo
WBGene00002080,not_bound,not_enriched,independent,embryo
WBGene00021993,not_bound,not_enriched,NA,embryo
WBGene00017547,bound,not_enriched,independent,embryo
WBGene00005693,not_bound,not_enriched,NA,embryo
WBGene00014924,not_bound,not_enriched,NA,embryo
WBGene00013483,not_bound,not_enriched,NA,embryo
WBGene00020870,not_bound,not_enriched,NA,embryo
WBGene00008094,bound,not_enriched,independent,embryo
WBGene00018285,not_bound,not_enriched,independent,embryo
WBGene00006823,not_bound,not_enriched,independent,embryo
WBGene00012168,not_bound,not_enriched,independent,embryo
WBGene00044325,not_bound,not_enriched,independent,embryo
WBGene00003579,not_bound,not_enriched,independent,embryo
WBGene00189953,not_bound,not_enriched,NA,embryo
WBGene00010534,not_bound,not_enriched,NA,embryo
WBGene00022619,not_bound,not_enriched,NA,embryo
WBGene00045508,not_bound,not_enriched,NA,embryo
WBGene00077759,not_bound,not_enriched,NA,embryo
WBGene00010300,not_bound,not_enriched,NA,embryo
WBGene00021621,not_bound,not_enriched,NA,embryo
WBGene00015872,not_bound,not_enriched,NA,embryo
WBGene00195009,not_bound,not_enriched,NA,embryo
WBGene00002980,not_bound,not_enriched,independent,embryo
WBGene00013000,not_bound,not_enriched,NA,embryo
WBGene00006963,not_bound,not_enriched,independent,embryo
WBGene00010260,not_bound,not_enriched,independent,embryo
WBGene00021726,not_bound,not_enriched,NA,embryo
WBGene00006709,not_bound,not_enriched,independent,embryo
WBGene00018680,not_bound,not_enriched,independent,embryo
WBGene00009766,not_bound,not_enriched,NA,embryo
WBGene00018062,not_bound,not_enriched,NA,embryo
WBGene00007637,not_bound,not_enriched,independent,embryo
WBGene00019032,not_bound,not_enriched,NA,embryo
WBGene00007352,bound,not_enriched,NA,embryo
WBGene00044305,not_bound,not_enriched,independent,embryo
WBGene00021859,not_bound,not_enriched,NA,embryo
WBGene00011505,not_bound,not_enriched,NA,embryo
WBGene00011991,not_bound,not_enriched,NA,embryo
WBGene00019387,not_bound,not_enriched,NA,embryo
WBGene00009609,not_bound,not_enriched,NA,embryo
WBGene00020150,not_bound,not_enriched,NA,embryo
WBGene00015117,not_bound,not_enriched,independent,embryo
WBGene00044443,not_bound,not_enriched,NA,embryo
WBGene00008261,not_bound,not_enriched,NA,embryo
WBGene00013502,not_bound,not_enriched,NA,embryo
WBGene00018485,not_bound,not_enriched,independent,embryo
WBGene00005723,not_bound,not_enriched,NA,embryo
WBGene00007588,not_bound,not_enriched,independent,embryo
WBGene00018435,not_bound,not_enriched,NA,embryo
WBGene00003902,bound,not_enriched,independent,embryo
WBGene00018529,not_bound,not_enriched,NA,embryo
WBGene00018554,not_bound,not_enriched,NA,embryo
WBGene00006471,not_bound,not_enriched,NA,embryo
WBGene00194706,not_bound,not_enriched,independent,embryo
WBGene00016014,not_bound,not_enriched,independent,embryo
WBGene00017825,not_bound,not_enriched,independent,embryo
WBGene00013394,not_bound,not_enriched,NA,embryo
WBGene00018611,not_bound,not_enriched,independent,embryo
WBGene00005027,not_bound,not_enriched,NA,embryo
WBGene00003253,bound,not_enriched,independent,embryo
WBGene00006205,not_bound,not_enriched,NA,embryo
WBGene00006816,bound,not_enriched,independent,embryo
WBGene00020488,not_bound,not_enriched,NA,embryo
WBGene00013892,not_bound,not_enriched,independent,embryo
WBGene00006613,not_bound,not_enriched,independent,embryo
WBGene00005958,not_bound,not_enriched,NA,embryo
WBGene00001920,not_bound,not_enriched,NA,embryo
WBGene00008421,not_bound,not_enriched,NA,embryo
WBGene00219460,not_bound,not_enriched,NA,embryo
WBGene00005030,not_bound,not_enriched,NA,embryo
WBGene00010171,not_bound,not_enriched,NA,embryo
WBGene00005942,not_bound,not_enriched,NA,embryo
WBGene00012988,not_bound,not_enriched,independent,embryo
WBGene00194656,not_bound,not_enriched,NA,embryo
WBGene00017217,not_bound,not_enriched,independent,embryo
WBGene00012520,not_bound,not_enriched,NA,embryo
WBGene00002783,not_bound,not_enriched,independent,embryo
WBGene00001626,not_bound,not_enriched,NA,embryo
WBGene00002004,not_bound,not_enriched,independent,embryo
WBGene00007669,not_bound,not_enriched,NA,embryo
WBGene00017113,not_bound,not_enriched,NA,embryo
WBGene00045459,not_bound,not_enriched,NA,embryo
WBGene00007427,not_bound,not_enriched,NA,embryo
WBGene00013628,not_bound,not_enriched,NA,embryo
WBGene00019257,not_bound,not_enriched,NA,embryo
WBGene00012180,bound,not_enriched,NA,embryo
WBGene00004077,not_bound,not_enriched,independent,embryo
WBGene00086559,not_bound,not_enriched,NA,embryo
WBGene00008599,not_bound,not_enriched,repressed,embryo
WBGene00012634,not_bound,not_enriched,NA,embryo
WBGene00012965,bound,not_enriched,NA,embryo
WBGene00000502,not_bound,not_enriched,independent,embryo
WBGene00015265,not_bound,not_enriched,NA,embryo
WBGene00001449,not_bound,not_enriched,NA,embryo
WBGene00012042,not_bound,not_enriched,NA,embryo
WBGene00016645,not_bound,not_enriched,NA,embryo
WBGene00022554,bound,not_enriched,independent,embryo
WBGene00185116,not_bound,not_enriched,NA,embryo
WBGene00000469,not_bound,not_enriched,NA,embryo
WBGene00018979,not_bound,not_enriched,NA,embryo
WBGene00017949,not_bound,not_enriched,NA,embryo
WBGene00022448,bound,not_enriched,independent,embryo
WBGene00008326,not_bound,not_enriched,NA,embryo
WBGene00010864,not_bound,not_enriched,NA,embryo
WBGene00022533,not_bound,not_enriched,NA,embryo
WBGene00022865,not_bound,not_enriched,independent,embryo
WBGene00010596,not_bound,not_enriched,NA,embryo
WBGene00016159,not_bound,not_enriched,independent,embryo
WBGene00017828,not_bound,not_enriched,independent,embryo
WBGene00019197,not_bound,not_enriched,NA,embryo
WBGene00015330,not_bound,not_enriched,independent,embryo
WBGene00007778,not_bound,not_enriched,NA,embryo
WBGene00019242,not_bound,not_enriched,NA,embryo
WBGene00185118,not_bound,not_enriched,NA,embryo
WBGene00009871,not_bound,not_enriched,NA,embryo
WBGene00005753,not_bound,not_enriched,NA,embryo
WBGene00007106,bound,not_enriched,independent,embryo
WBGene00011640,not_bound,not_enriched,NA,embryo
WBGene00013619,not_bound,not_enriched,NA,embryo
WBGene00008772,not_bound,not_enriched,NA,embryo
WBGene00020032,not_bound,not_enriched,NA,embryo
WBGene00015762,not_bound,not_enriched,NA,embryo
WBGene00013378,not_bound,not_enriched,independent,embryo
WBGene00006692,not_bound,not_enriched,NA,embryo
WBGene00011072,not_bound,not_enriched,independent,embryo
WBGene00006715,not_bound,not_enriched,independent,embryo
WBGene00000426,not_bound,not_enriched,independent,embryo
WBGene00077728,not_bound,not_enriched,independent,embryo
WBGene00011166,not_bound,not_enriched,activated,embryo
WBGene00006541,not_bound,not_enriched,NA,embryo
WBGene00012486,not_bound,not_enriched,NA,embryo
WBGene00016995,not_bound,not_enriched,independent,embryo
WBGene00015405,not_bound,not_enriched,independent,embryo
WBGene00020866,not_bound,not_enriched,independent,embryo
WBGene00012309,bound,not_enriched,NA,embryo
WBGene00005125,not_bound,not_enriched,NA,embryo
WBGene00001930,not_bound,not_enriched,NA,embryo
WBGene00022116,not_bound,not_enriched,NA,embryo
WBGene00014066,not_bound,not_enriched,independent,embryo
WBGene00006520,not_bound,not_enriched,independent,embryo
WBGene00015143,bound,not_enriched,independent,embryo
WBGene00255545,not_bound,not_enriched,NA,embryo
WBGene00255457,not_bound,not_enriched,NA,embryo
WBGene00007770,not_bound,not_enriched,NA,embryo
WBGene00006783,not_bound,not_enriched,NA,embryo
WBGene00021319,bound,not_enriched,independent,embryo
WBGene00017539,not_bound,not_enriched,NA,embryo
WBGene00020200,not_bound,not_enriched,independent,embryo
WBGene00003671,not_bound,not_enriched,NA,embryo
WBGene00021708,not_bound,not_enriched,NA,embryo
WBGene00010805,not_bound,not_enriched,independent,embryo
WBGene00018757,not_bound,not_enriched,independent,embryo
WBGene00018244,not_bound,not_enriched,NA,embryo
WBGene00011300,bound,not_enriched,independent,embryo
WBGene00009596,not_bound,not_enriched,NA,embryo
WBGene00020559,not_bound,not_enriched,independent,embryo
WBGene00004315,not_bound,not_enriched,independent,embryo
WBGene00017019,not_bound,not_enriched,NA,embryo
WBGene00005522,not_bound,not_enriched,NA,embryo
WBGene00022471,bound,not_enriched,independent,embryo
WBGene00009681,not_bound,not_enriched,NA,embryo
WBGene00009212,not_bound,not_enriched,NA,embryo
WBGene00016490,not_bound,not_enriched,independent,embryo
WBGene00015068,not_bound,not_enriched,NA,embryo
WBGene00270320,not_bound,not_enriched,NA,embryo
WBGene00011649,not_bound,not_enriched,NA,embryo
WBGene00044581,not_bound,not_enriched,NA,embryo
WBGene00010634,not_bound,not_enriched,NA,embryo
WBGene00010323,not_bound,not_enriched,NA,embryo
WBGene00005513,not_bound,not_enriched,NA,embryo
WBGene00016038,not_bound,not_enriched,NA,embryo
WBGene00005396,not_bound,not_enriched,NA,embryo
WBGene00016568,not_bound,not_enriched,NA,embryo
WBGene00018023,not_bound,not_enriched,independent,embryo
WBGene00014031,not_bound,not_enriched,independent,embryo
WBGene00013071,not_bound,not_enriched,NA,embryo
WBGene00005199,not_bound,not_enriched,NA,embryo
WBGene00195188,not_bound,not_enriched,NA,embryo
WBGene00019625,not_bound,not_enriched,NA,embryo
WBGene00008908,not_bound,not_enriched,NA,embryo
WBGene00001233,not_bound,not_enriched,independent,embryo
WBGene00012808,not_bound,not_enriched,NA,embryo
WBGene00007207,not_bound,not_enriched,independent,embryo
WBGene00017059,not_bound,not_enriched,NA,embryo
WBGene00009170,not_bound,not_enriched,NA,embryo
WBGene00008408,not_bound,not_enriched,independent,embryo
WBGene00219244,not_bound,not_enriched,NA,embryo
WBGene00018810,not_bound,not_enriched,NA,embryo
WBGene00020017,not_bound,not_enriched,NA,embryo
WBGene00271807,not_bound,not_enriched,NA,embryo
WBGene00016158,not_bound,not_enriched,independent,embryo
WBGene00016261,not_bound,not_enriched,independent,embryo
WBGene00175035,bound,not_enriched,NA,embryo
WBGene00016509,not_bound,not_enriched,independent,embryo
WBGene00001194,not_bound,not_enriched,independent,embryo
WBGene00044579,not_bound,not_enriched,NA,embryo
WBGene00022176,not_bound,not_enriched,independent,embryo
WBGene00019540,not_bound,not_enriched,NA,embryo
WBGene00022528,not_bound,not_enriched,NA,embryo
WBGene00015325,not_bound,not_enriched,NA,embryo
WBGene00014199,not_bound,not_enriched,NA,embryo
WBGene00000894,not_bound,not_enriched,independent,embryo
WBGene00013929,not_bound,not_enriched,NA,embryo
WBGene00015528,not_bound,not_enriched,NA,embryo
WBGene00015835,not_bound,not_enriched,NA,embryo
WBGene00194931,not_bound,not_enriched,NA,embryo
WBGene00019451,not_bound,not_enriched,NA,embryo
WBGene00012725,not_bound,not_enriched,NA,embryo
WBGene00012537,not_bound,not_enriched,NA,embryo
WBGene00003458,not_bound,not_enriched,NA,embryo
WBGene00086563,not_bound,not_enriched,NA,embryo
WBGene00006092,not_bound,not_enriched,NA,embryo
WBGene00011024,not_bound,not_enriched,NA,embryo
WBGene00235363,not_bound,not_enriched,NA,embryo
WBGene00017175,not_bound,not_enriched,NA,embryo
WBGene00005675,not_bound,not_enriched,NA,embryo
WBGene00005823,not_bound,not_enriched,NA,embryo
WBGene00020442,not_bound,not_enriched,independent,embryo
WBGene00021637,not_bound,not_enriched,independent,embryo
WBGene00005679,not_bound,not_enriched,NA,embryo
WBGene00005803,not_bound,not_enriched,NA,embryo
WBGene00002059,not_bound,not_enriched,independent,embryo
WBGene00011641,bound,not_enriched,independent,embryo
WBGene00020390,not_bound,not_enriched,independent,embryo
WBGene00006443,bound,not_enriched,independent,embryo
WBGene00005411,not_bound,not_enriched,NA,embryo
WBGene00001844,not_bound,not_enriched,independent,embryo
WBGene00018853,not_bound,not_enriched,independent,embryo
WBGene00016511,not_bound,not_enriched,independent,embryo
WBGene00017829,not_bound,not_enriched,independent,embryo
WBGene00004855,not_bound,not_enriched,independent,embryo
WBGene00013042,not_bound,not_enriched,independent,embryo
WBGene00008571,bound,not_enriched,independent,embryo
WBGene00021904,not_bound,not_enriched,independent,embryo
WBGene00012916,not_bound,not_enriched,NA,embryo
WBGene00044078,not_bound,not_enriched,independent,embryo
WBGene00008125,not_bound,not_enriched,NA,embryo
WBGene00235264,not_bound,not_enriched,NA,embryo
WBGene00018488,bound,not_enriched,independent,embryo
WBGene00011925,not_bound,not_enriched,repressed,embryo
WBGene00002224,bound,not_enriched,independent,embryo
WBGene00008528,not_bound,not_enriched,independent,embryo
WBGene00022318,not_bound,not_enriched,NA,embryo
WBGene00009755,not_bound,not_enriched,NA,embryo
WBGene00009391,not_bound,not_enriched,NA,embryo
WBGene00005995,not_bound,not_enriched,NA,embryo
WBGene00010097,bound,not_enriched,independent,embryo
WBGene00007159,not_bound,not_enriched,independent,embryo
WBGene00006611,not_bound,not_enriched,independent,embryo
WBGene00003903,bound,not_enriched,independent,embryo
WBGene00018719,not_bound,not_enriched,independent,embryo
WBGene00044324,bound,not_enriched,independent,embryo
WBGene00007952,bound,not_enriched,independent,embryo
WBGene00086569,not_bound,not_enriched,independent,embryo
WBGene00007428,not_bound,not_enriched,independent,embryo
WBGene00011784,not_bound,not_enriched,NA,embryo
WBGene00017675,not_bound,not_enriched,independent,embryo
WBGene00019880,not_bound,not_enriched,NA,embryo
